Transcript,external_gene_name,TE_H6,TE_H7,TE_W10,TE_W6
ENSSSCT00000050402,PRDX1,1.079063829,1.705266803,6.49639088,1.177985925
ENSSSCT00000056546,PRDX2,3.334070369,4.219750028,5.723171939,1.629275219
ENSSSCT00000011683,PRDX3,2.536299491,1.393356391,0.344595748,0.702368802
ENSSSCT00000013313,PRDX4,0.373197243,4.427191903,1.112020384,1.66858753
ENSSSCT00000014243,PRDX5,0.538102905,1.399408561,1.690165902,1.460661175
ENSSSCT00000045929,PRDX6,1.384903428,0.206140993,0.939445485,0.570353622
ENSSSCT00000009358,PREB,0.460249188,0.631879443,0.403885497,0.889869925
ENSSSCT00000055248,PRELID1,1.095363762,3.084381812,0,0.155751723
ENSSSCT00000037134,PRELID2,0.957329985,NA,NA,8.994588656
ENSSSCT00000061627,PRELID3A,0,NA,NA,0
ENSSSCT00000040438,PRELP,NA,0,NA,NA
ENSSSCT00000009250,PREPL,1.926046305,11.29980425,0.70899815,9.398883524
ENSSSCT00000055168,PREP,0.470953645,13.52366662,0.817338855,0.636053241
ENSSSCT00000053680,PREX1,1.501728774,4.845450286,2.162342889,3.704704082
ENSSSCT00000065926,PREX2,1.781105144,1.860385433,20.84770686,NA
ENSSSCT00000065338,PRF1,4.787755144,0.453396765,43.54001011,2.186293702
ENSSSCT00000044701,PRICKLE1,NA,0.212628481,0,0
ENSSSCT00000012578,PRICKLE2,0.082147185,NA,NA,0
ENSSSCT00000013442,PRICKLE3,0.242299341,0.510544067,0.852875525,36.80689524
ENSSSCT00000001810,PRICKLE4,1.611238067,2.086212772,3.397517467,81.7457594
ENSSSCT00000066274,PRIM1,0.564201589,2.992319021,3.115063439,3.719534554
ENSSSCT00000056396,PRIM2,1.078739708,16.20151019,1.461487546,2.695962358
ENSSSCT00000047174,PRIMPOL,0.535446023,0.89516534,0,0.68145596
ENSSSCT00000030818,PRKAA1,0.8927961,0.893881114,3.483567516,26.31168601
ENSSSCT00000055782,PRKAA2,NA,NA,NA,NA
ENSSSCT00000105390,PRKAB1,1.203769145,1.015504532,1.156076098,0.896030277
ENSSSCT00000056624,PRKAB2,0.07277785,NA,0,0
ENSSSCT00000015046,PRKACA,1.120851373,0.809741349,0.238256947,1.19233865
ENSSSCT00000052590,PRKACB,2.683200188,7.832159706,3.238850837,4.555308596
ENSSSCT00000000195,PRKAG1,2.05633806,2.15772177,2.760667164,0.834459234
ENSSSCT00000017893,PRKAG2,0.279724516,0.625210341,1.551705492,0.996430286
ENSSSCT00000017641,PRKAG3,NA,0.380550582,NA,NA
ENSSSCT00000066412,PRKAR1A,3.137414183,3.833276391,4.503069792,0.810157443
ENSSSCT00000008274,PRKAR1B,1.889178573,1.857444158,5.023442812,3.166374879
ENSSSCT00000065573,PRKAR2A,1.846070951,0.844004923,0,9.191028095
ENSSSCT00000059105,PRKAR2B,3.436358076,0.523141693,1.013769953,4.957483518
ENSSSCT00000018798,PRKCA,0.419092997,0.535346547,1.012280827,14.88881678
ENSSSCT00000064783,PRKCB,4.72578695,6.840086228,2.406793755,4.793150237
ENSSSCT00000041118,PRKCD,1.605672167,3.314291093,0.638348164,2.478111705
ENSSSCT00000009246,PRKCE,4.7479937,6.978160376,34.41796864,9.319981451
ENSSSCT00000003617,PRKCG,1.42631087,35.34320921,67.70025898,NA
ENSSSCT00000090254,PRKCH,1.096197566,0.48878773,2.81103903,2.475970398
ENSSSCT00000045511,PRKCI,0.295005198,NA,0,0
ENSSSCT00000059646,PRKCQ,0.355006656,0.742221684,0.316513551,2.993830269
ENSSSCT00000014882,PRKCSH,4.759116921,1.021986673,48.17442788,11.1695688
ENSSSCT00000032230,PRKCZ,2.12781827,1.085682301,0,1.960073253
ENSSSCT00000002209,PRKD1,0,0.058809369,NA,NA
ENSSSCT00000032286,PRKD2,0.580584084,0.389498028,3.326495626,2.420265804
ENSSSCT00000006873,PRKDC,0.258415044,1.953370878,1.477059477,9.617012797
ENSSSCT00000053831,PRKG1,1.649714809,0,NA,5.772086849
ENSSSCT00000046305,PRKG2,NA,2.096949925,NA,NA
ENSSSCT00000070113,PRKN,0,0.202241281,0,NA
ENSSSCT00000065566,PRKRA,0.629125889,NA,0,0
ENSSSCT00000069793,PRKRIP1,0.676555899,1.772501734,1.732628156,7.510122241
ENSSSCT00000066349,PRKX,1.90820722,0.543169702,24.69864335,7.516354371
ENSSSCT00000063193,PRMT1,3.409847995,0.958123474,0.640847742,2.159005141
ENSSSCT00000054282,PRMT2,2.882905958,2.223844363,3.96866508,0.573644192
ENSSSCT00000029445,PRMT3,0.114066364,2.062847087,0.072145697,2.681618667
ENSSSCT00000079186,PRMT5,0.240887061,3.568218834,4.456032594,0.762113671
ENSSSCT00000007506,PRMT6,0.245254418,3.5408858,0.501294743,0.693051302
ENSSSCT00000064636,PRMT7,0.428753976,11.81289095,0.500970046,1.03558006
ENSSSCT00000083940,PRMT8,NA,0.269774531,NA,NA
ENSSSCT00000055721,PRMT9,2.651322383,1.642796337,0.402666739,0.830767646
ENSSSCT00000090661,PRNP,1.186423133,0.893726425,19.1462936,0
ENSSSCT00000015675,PROB1,0.8550756,NA,NA,NA
ENSSSCT00000067055,PROC,0.365803805,0.21273366,1.281361438,12.6109199
ENSSSCT00000022311,PROK2,0.012799829,0,NA,NA
ENSSSCT00000047838,PROKR1,NA,NA,NA,NA
ENSSSCT00000028015,PROP1,NA,1.11598862,NA,NA
ENSSSCT00000002182,PRORP,1.089130135,1.643096179,0.382787693,0
ENSSSCT00000052227,PROS1,0.66456729,0.138323495,4.607729258,0.627879157
ENSSSCT00000077873,PROSER1,0.24478337,1.934527775,3.628148028,1.237941607
ENSSSCT00000029994,PROSER2,0,NA,0,NA
ENSSSCT00000003204,PROSER3,0.870131199,2.274890224,4.232076873,0.341669083
ENSSSCT00000041639,PROX1,0.240526298,1.82351171,NA,6.503901328
ENSSSCT00000002638,PROX2,NA,NA,0,NA
ENSSSCT00000001094,PRP4K,0.155843369,1.10193606,1.305724639,5.263654594
ENSSSCT00000024330,PRPF18,0.999427926,0.785885407,0.931291727,0.908261986
ENSSSCT00000097193,PRPF19,0.195805258,3.700816409,0.650849111,2.458053707
ENSSSCT00000051359,PRPF31,0.990543066,2.088181094,0.521038926,11.47467029
ENSSSCT00000029160,PRPF38A,19.82574424,6.15121206,2.272312882,0.88904723
ENSSSCT00000005511,PRPF39,1.324127025,1.865570245,3.49707406,4.675386148
ENSSSCT00000041564,PRPF3,0.92659951,15.94860416,0.575977566,7.410287699
ENSSSCT00000049118,PRPF40A,5.747521897,17.85363877,0.591633355,1.981558226
ENSSSCT00000000217,PRPF40B,1.126711853,2.019313254,1.331371585,18.92876384
ENSSSCT00000032454,PRPF4,0.294179323,4.839429674,2.878278494,2.525379331
ENSSSCT00000051632,PRPF6,1.257505141,1.608254909,5.010976279,0.754001961
ENSSSCT00000019391,PRPF8,9.49880542,0.635479193,8.389113434,9.588726718
ENSSSCT00000000208,PRPH,NA,0.089233751,0,NA
ENSSSCT00000013733,PRPS1,1.973109251,0.571994885,0.99204605,1.0757258
ENSSSCT00000075462,PRPS2,1.974100729,2.080147757,0.589145417,1.292088761
ENSSSCT00000063667,PRPSAP1,0.347492022,0.435193742,6.217931711,0.059883298
ENSSSCT00000019644,PRPSAP2,1.434216104,2.925467445,1.183590064,1.318192629
ENSSSCT00000049654,PRR11,0.238944285,4.132204187,0,0
ENSSSCT00000000292,PRR13,0.192592191,5.164981217,0.183324274,0.192248924
ENSSSCT00000037841,PRR14L,1.998259997,2.934519279,4.523115444,1.746498724
ENSSSCT00000037695,PRR14,3.079848069,0.656187151,3.551311516,0.285775491
ENSSSCT00000018167,PRR15,NA,NA,NA,14.10351579
ENSSSCT00000046860,PRR19,NA,0.988271103,0,3.330145629
ENSSSCT00000098570,PRR29,NA,NA,NA,NA
ENSSSCT00000013828,PRR32,NA,NA,NA,NA
ENSSSCT00000014517,PRR5L,2.373216173,0.364447136,0,0
ENSSSCT00000030026,PRR5,5.326714659,6.335121371,0.965062536,0.620892536
ENSSSCT00000045845,PRR7,1.348888589,1.087626394,6.613705208,0
ENSSSCT00000076599,PRRC1,8.166942555,0.637545359,25.93412687,0
ENSSSCT00000079739,PRRC2A,1.322728797,0.148738349,0.677069422,2.306626044
ENSSSCT00000006285,PRRC2B,3.185581393,3.333315968,3.186487086,4.987991845
ENSSSCT00000060211,PRRC2C,4.279096521,1.338791986,0.586278609,1.000321846
ENSSSCT00000028670,PRRG1,NA,NA,NA,NA
ENSSSCT00000003511,PRRG2,0,NA,0,4.191962056
ENSSSCT00000014539,PRRG4,0.766569826,NA,0,10.45758065
ENSSSCT00000065891,PRRT1B,NA,NA,NA,NA
ENSSSCT00000107917,PRRT1,NA,0,NA,NA
ENSSSCT00000027933,PRRT2,NA,0.21451351,0,NA
ENSSSCT00000012653,PRRT3,NA,NA,NA,0
ENSSSCT00000009981,PRSS12,0,0.039444748,NA,NA
ENSSSCT00000049952,PRSS16,NA,NA,NA,NA
ENSSSCT00000042329,PRSS22,0.047751939,0.116843437,0,6.945247546
ENSSSCT00000044412,PRSS23,1.744045297,NA,43.93492446,0
ENSSSCT00000008835,PRSS27,NA,0,NA,NA
ENSSSCT00000008507,PRSS36,0.620268134,NA,NA,1.138597022
ENSSSCT00000012403,PRSS50,0,0.129335857,NA,NA
ENSSSCT00000026967,PRSS57,NA,NA,20.5343297,0
ENSSSCT00000077789,PRSS8,NA,NA,NA,0
ENSSSCT00000090193,PRTFDC1,0,0,NA,NA
ENSSSCT00000014661,PRTN3,NA,NA,46.26024528,NA
ENSSSCT00000082295,PRUNE1,1.315730387,2.530594916,0.29283092,0.720289136
ENSSSCT00000055715,PRXL2A,0.862878488,0.162307489,14.10020391,2.641866481
ENSSSCT00000028536,PRXL2B,0.989843079,2.270932917,4.465459883,0
ENSSSCT00000036911,PRX,0.237257428,0.063946421,2.363224186,2.635026977
ENSSSCT00000031700,PSAP,11.24089517,3.01118591,366.1845315,43.48606808
ENSSSCT00000005824,PSAT1,0.722184127,NA,0,0
ENSSSCT00000030535,PSD2,0.796681451,4.988886689,75.30761306,2.510862456
ENSSSCT00000088386,PSD3,4.129757907,9.687135775,0.4596643,9.780462738
ENSSSCT00000053119,PSD,0,NA,0,15.62789206
ENSSSCT00000002603,PSEN1,4.418370187,3.680857468,4.078828343,1.195585445
ENSSSCT00000011882,PSEN2,3.643270092,10.63230284,21.04494811,2.10556559
ENSSSCT00000062978,PSENEN,10.95479292,11.91651938,29.53698367,4.511457096
ENSSSCT00000058791,PSIP1,2.235577964,1.762638489,2.923920466,3.990984883
ENSSSCT00000052680,PSKH1,0.246529419,0.873351253,0.214170824,0
ENSSSCT00000070441,PSMA1,5.095277127,2.010560398,8.174062702,4.297417079
ENSSSCT00000101830,PSMA2,25.78117635,43.20004785,4.318546179,40.42956276
ENSSSCT00000073643,PSMA3,2.46912663,3.151886436,1.555376899,2.886697955
ENSSSCT00000084851,PSMA4,2.608670789,5.566234103,0.92422733,3.221419436
ENSSSCT00000007481,PSMA5,25.755443,66.06663739,9.554982923,2.701204208
ENSSSCT00000002183,PSMA6,2.478051639,2.458276624,2.324102025,1.313128414
ENSSSCT00000039834,PSMA7,0.908478639,3.588933295,2.101948998,0.839691536
ENSSSCT00000041059,PSMB10,2.554121718,8.962097153,9.569319491,4.856733405
ENSSSCT00000058189,PSMB1,5.220719123,1.797124913,2.52374422,4.967083576
ENSSSCT00000075835,PSMB2,0.602129961,1.688860266,0.816920966,0.869096488
ENSSSCT00000047437,PSMB3,4.534943796,0.65530901,0.528900704,3.753682409
ENSSSCT00000059853,PSMB4,0.86418109,4.490350225,2.127456648,0.829235717
ENSSSCT00000006146,PSMB7,1.908086752,0.20631249,1.007108152,1.92870982
ENSSSCT00000001623,PSMB8,21.33351373,13.89002266,13.21778429,17.25125653
ENSSSCT00000001625,PSMB9,2.710800575,1.735474348,1.502856847,0.734431789
ENSSSCT00000002703,PSMC1,1.361491226,5.533485377,3.436143973,1.654785576
ENSSSCT00000016802,PSMC2,0.985006591,2.986437679,3.166905755,1.645468446
ENSSSCT00000018936,PSMC3IP,1.081481326,1.033181641,3.425750532,0
ENSSSCT00000070776,PSMC3,5.207141942,0.34329548,4.294038383,3.758844364
ENSSSCT00000037756,PSMC4,3.738780586,2.797616009,4.85205608,0.398553872
ENSSSCT00000018819,PSMC5,4.098456069,2.053627471,1.875327728,2.961986277
ENSSSCT00000053879,PSMC6,1.727320224,7.754566755,0.124018006,29.20457789
ENSSSCT00000058491,PSMD10,0.869705522,2.86452204,0.865774791,4.23603937
ENSSSCT00000019298,PSMD11,2.087951942,6.086665163,0.546658536,1.875852027
ENSSSCT00000059396,PSMD12,2.946568707,16.09930821,7.140293323,1.672210794
ENSSSCT00000069503,PSMD13,5.613117776,6.737454356,4.202812577,0.448002664
ENSSSCT00000017304,PSMD14,1.492389946,7.3317879,2.826421987,0.332069832
ENSSSCT00000073821,PSMD1,6.279023584,16.5886314,5.755866507,1.337991827
ENSSSCT00000059320,PSMD2,3.003438662,0.414826412,5.737273757,1.314315805
ENSSSCT00000019042,PSMD3,4.87899463,5.201054389,11.90736364,4.80999852
ENSSSCT00000007264,PSMD4,0.893705238,1.625438939,0.569807553,0.21197644
ENSSSCT00000072176,PSMD5,14.43882968,7.762124893,1.266696549,5.52698343
ENSSSCT00000012577,PSMD6,5.475606855,7.840160319,0.623922834,4.518195214
ENSSSCT00000041764,PSMD7,4.531219718,8.480981927,3.659675548,11.14530573
ENSSSCT00000049361,PSMD8,1.327574598,7.235912188,0.292103965,1.187591501
ENSSSCT00000051138,PSMD9,2.05000972,0.923841376,0,2.547484945
ENSSSCT00000002244,PSME1,5.327219651,3.039352959,1.759165583,0.41863588
ENSSSCT00000002242,PSME2,4.57367531,42.89100612,7.556597712,2.057208565
ENSSSCT00000079508,PSME3IP1,2.375965654,7.439110137,3.489150976,2.68568693
ENSSSCT00000078981,PSME3,2.73961125,5.115326292,0.605164011,2.289712822
ENSSSCT00000064222,PSME4,3.067177362,4.976481118,0.617550927,3.99704905
ENSSSCT00000095968,PSMF1,1.334581685,11.67704697,2.44817012,3.354421688
ENSSSCT00000023379,PSMG1,1.132626604,0.427018188,4.898975235,2.792437023
ENSSSCT00000008288,PSMG3,2.127282413,5.03115048,3.209017723,3.154520639
ENSSSCT00000057535,PSPC1,3.294326786,19.58802559,22.63710131,1.461031881
ENSSSCT00000066176,PSRC1,0,0.18878214,NA,2.100694982
ENSSSCT00000049711,PSTK,NA,0.97195773,27.39627904,42.05803851
ENSSSCT00000073396,PSTPIP1,0.580737876,6.03372113,0.333949046,3.888783599
ENSSSCT00000038124,PSTPIP2,0.821735404,0.271767945,0,25.00226983
ENSSSCT00000078375,PTAFR,0.949786255,0.34844211,1.353727262,13.2496227
ENSSSCT00000005787,PTAR1,7.857106752,20.5419842,0,NA
ENSSSCT00000073305,PTBP1,4.164622131,14.50435028,9.549864488,6.247139013
ENSSSCT00000022271,PTBP2,0.249333154,14.1626626,4.214743991,2.760582031
ENSSSCT00000006012,PTBP3,1.380629147,3.667418759,0.682772895,2.964457911
ENSSSCT00000018485,PTCD2,3.270188205,15.66918721,4.368418003,22.20271428
ENSSSCT00000090967,PTCD3,3.456025256,2.992243853,0.606918908,2.275549718
ENSSSCT00000029331,PTCH1,3.85290274,1.350142729,0,34.21653532
ENSSSCT00000046917,PTCH2,2.169418301,0.408812618,0,15.16412651
ENSSSCT00000031258,PTCHD3,NA,0,NA,NA
ENSSSCT00000001933,PTCHD4,NA,0,NA,NA
ENSSSCT00000001835,PTCRA,NA,NA,0,NA
ENSSSCT00000045525,PTDSS1,0.532913252,3.937540322,7.888255329,3.77675072
ENSSSCT00000043625,PTDSS2,2.420026185,1.078592945,10.30702166,5.334500593
ENSSSCT00000101350,PTER,7.080025364,2.730558741,0,15.21332699
ENSSSCT00000076205,PTGDR2,1.333047196,2.539764815,446.819574,5.574739525
ENSSSCT00000005547,PTGDR,2.851467629,2.090543841,15.06746868,49.76274043
ENSSSCT00000036751,PTGDS,NA,NA,0,0
ENSSSCT00000025684,PTGER2,1.918333117,1.986463097,5.626736889,3.080808024
ENSSSCT00000004191,PTGER3,0,2.392442209,0,NA
ENSSSCT00000030022,PTGER4,0.06853115,4.48975497,0.172754008,0.42377105
ENSSSCT00000006195,PTGES2,0.252494839,3.486370558,19.75806385,3.491567717
ENSSSCT00000044800,PTGES3L,2.372814624,0.646908491,2.463137108,0.284849184
ENSSSCT00000000439,PTGES3,20.02661415,30.5622598,8.639749138,11.57537248
ENSSSCT00000006255,PTGES,NA,0.156145611,NA,NA
ENSSSCT00000026559,PTGIR,2.443641562,1.300642664,0,0
ENSSSCT00000008167,PTGIS,0.253172677,NA,NA,0
ENSSSCT00000043252,PTGR1,0.337081919,0.934310151,6.972658522,1.940266524
ENSSSCT00000056698,PTGR2,0.106039062,0.024057352,3.79949986,5.103191396
ENSSSCT00000061684,PTGR3,0.267812081,0.988010848,0,0.039830862
ENSSSCT00000053729,PTGS1,2.873008624,NA,3.304113172,0
ENSSSCT00000033304,PTGS2,6.490663772,3.846708701,NA,7.746188568
ENSSSCT00000063729,PTH1R,0.155533126,0.958664181,1.921861049,1.102972321
ENSSSCT00000008110,PTI,NA,NA,0,0
ENSSSCT00000010596,PTK2B,6.783623571,6.861104735,4.135886782,2.549512582
ENSSSCT00000055364,PTK2,0.283946372,3.889010421,0.567916713,2.742119612
ENSSSCT00000001851,PTK7,2.839133498,0.409827135,0,0
ENSSSCT00000052938,PTMA,2.243626641,8.104450115,0.235770622,0.340331057
ENSSSCT00000017990,PTN,0,NA,NA,NA
ENSSSCT00000003551,PTOV1,1.520729733,0.182220138,8.63408415,4.620497135
ENSSSCT00000058723,PTP4A1,0.125840769,1.125183833,0.088699046,0
ENSSSCT00000063075,PTP4A2,2.727186174,0.172196084,1.181751461,0.850028286
ENSSSCT00000049592,PTP4A3,1.081475131,5.813983844,28.5538783,1.681236196
ENSSSCT00000103687,PTPA,5.254905728,23.01243225,2.748648402,0.663522771
ENSSSCT00000008856,PTPDC1,0.061325857,6.816517345,1.529316794,13.50164322
ENSSSCT00000014446,PTPMT1,0.096886019,0.105938847,0,0
ENSSSCT00000089137,PTPN11,0.893637312,15.8510465,0.239068627,0.268701383
ENSSSCT00000064875,PTPN12,0.69624014,0.298884689,1.07087956,0.148095836
ENSSSCT00000029989,PTPN13,0.172185459,0.578030722,0,0.888321912
ENSSSCT00000016975,PTPN14,NA,1.34812306,0,NA
ENSSSCT00000017135,PTPN18,0.14561213,1.018467278,0,1.836247356
ENSSSCT00000059943,PTPN1,12.12853874,4.63582258,0.465336221,1.153215451
ENSSSCT00000002694,PTPN21,NA,0,NA,16.71893926
ENSSSCT00000059891,PTPN22,1.08895554,0.2100395,0.516891775,1.278978072
ENSSSCT00000062734,PTPN23,0.287452039,7.929884083,8.258393935,3.755672687
ENSSSCT00000037105,PTPN2,0.346620737,10.91541841,0.038806698,1.4379954
ENSSSCT00000065354,PTPN3,1.83821758,4.046031395,16.30874906,5.446491301
ENSSSCT00000017143,PTPN4,1.853269456,1.102508648,0,1.999295399
ENSSSCT00000057185,PTPN5,0,1.235923008,NA,NA
ENSSSCT00000054519,PTPN6,0.463384453,0.087449216,2.614877398,0.411478294
ENSSSCT00000045897,PTPN7,1.796929778,3.154451711,2.930080205,1.923174285
ENSSSCT00000002103,PTPN9,2.13619652,0.916303635,1.782155259,2.031421598
ENSSSCT00000038766,PTPRA,2.301073307,3.761777762,2.096841308,0.884425835
ENSSSCT00000044060,PTPRB,0.101401088,0,NA,NA
ENSSSCT00000014112,PTPRCAP,1.121982042,1.464756095,3.446782101,1.790903873
ENSSSCT00000011934,PTPRC,1.550127331,1.13136439,1.314428133,8.481325682
ENSSSCT00000072428,PTPRD,NA,NA,137.4310245,NA
ENSSSCT00000078050,PTPRE,2.14223678,12.62987425,1.823649886,5.378946046
ENSSSCT00000044557,PTPRF,0.424654516,1.110249707,9.37546364,1.515228104
ENSSSCT00000012568,PTPRG,2.509505641,1.423768313,138.7097443,0.670195818
ENSSSCT00000082624,PTPRH,NA,NA,NA,NA
ENSSSCT00000055946,PTPRJ,6.643234735,1.695462597,3.305670523,6.043031572
ENSSSCT00000062128,PTPRK,0.660942191,8.931615986,4.203266988,26.22102713
ENSSSCT00000037116,PTPRM,0,0.408996081,NA,NA
ENSSSCT00000064679,PTPRN2,NA,NA,0,NA
ENSSSCT00000017659,PTPRN,0.104210819,0.29217674,39.07265667,0
ENSSSCT00000000646,PTPRO,0.006524283,0.552601757,6.804198801,13.26298206
ENSSSCT00000039234,PTPRQ,0.09423995,7.790522106,0,7.398928816
ENSSSCT00000032079,PTPRR,NA,1.894575466,NA,NA
ENSSSCT00000031816,PTPRS,6.270495052,1.057852718,29.07469791,NA
ENSSSCT00000081693,PTPRT,0.957033224,0,NA,NA
ENSSSCT00000056743,PTPRU,0.017207013,3.206205733,0,0
ENSSSCT00000046236,PTPRZ1,0.546247778,0,NA,NA
ENSSSCT00000006175,PTRH1,0,NA,0,NA
ENSSSCT00000016406,PTS,0.453660197,0.034529896,0.060349099,1.536639131
ENSSSCT00000041192,PTX4,0.482066629,3.450082364,0,0
ENSSSCT00000069398,PUF60,9.250080028,21.00746909,10.66977558,5.253512575
ENSSSCT00000064370,PUM1,3.280516822,1.190847924,7.712820812,5.062042169
ENSSSCT00000043465,PUM2,2.455759084,4.748510895,1.285392964,9.280952009
ENSSSCT00000005761,PUM3,2.669253351,7.40515342,2.30800164,35.68370804
ENSSSCT00000079617,PURA,4.205403872,6.529393726,3.656997289,16.8149117
ENSSSCT00000041746,PURB,1.206236694,3.151737399,10.66987039,17.48333222
ENSSSCT00000037526,PURG,0,2.110586046,11.21905758,5.632160055
ENSSSCT00000009182,PUS10,3.206414693,36.18681982,1.260220489,174.7779445
ENSSSCT00000059874,PUS1,1.569594001,1.374694925,2.948974757,1.095970318
ENSSSCT00000016588,PUS3,2.492944556,15.22311732,14.29198589,21.63381859
ENSSSCT00000065568,PUS7L,0.477331931,5.165491182,1.148399917,33.43599769
ENSSSCT00000016808,PUS7,1.904281059,32.8242489,1.85894314,3.918039962
ENSSSCT00000077932,PUSL1,1.572832101,2.815841502,0,0
ENSSSCT00000063832,PVALB,NA,NA,NA,NA
ENSSSCT00000008396,PVRIG,1.506856857,6.064459868,1.469106994,5.320913303
ENSSSCT00000000170,PWP1,2.644963294,0.914115158,0.796763779,12.20977249
ENSSSCT00000074987,PWP2,1.809596924,2.191134301,8.090535801,10.16602382
ENSSSCT00000060022,,0.68474381,3.532023461,2.686877335,5.045662586
ENSSSCT00000022988,PWWP2B,2.050623572,2.16657339,0,2.368827692
ENSSSCT00000014670,PWWP3A,0.566743766,2.771052044,6.976907224,3.538895522
ENSSSCT00000013720,PWWP3B,0,0.404310586,0,NA
ENSSSCT00000077052,PXDC1,0.199967653,0.490635395,1.114192892,1.946901758
ENSSSCT00000022979,PXDN,2.825094108,0.800484847,26.16220158,33.21641082
ENSSSCT00000057307,PXK,5.496843545,19.05471386,1.368478358,2.093826476
ENSSSCT00000063852,PXMP2,0,0.19906486,0,0
ENSSSCT00000089030,PXN,4.924974615,0.853346694,2.30114448,9.716332403
ENSSSCT00000040346,PXYLP1,0.849083978,16.11423283,246.6100924,8.751826303
ENSSSCT00000054028,PYCARD,4.082376339,3.732961295,4.028228886,4.198756502
ENSSSCT00000067455,PYCR1,2.191675626,1.695334931,0,3.356498458
ENSSSCT00000011877,PYCR2,1.565970442,6.468885301,0,2.392706871
ENSSSCT00000064066,PYCR3,0.70407664,1.219537824,1.833542769,2.172207343
ENSSSCT00000067482,PYGB,6.080891854,2.12426812,9.31935988,8.304910484
ENSSSCT00000048615,PYGL,4.233664667,3.428592607,2.184462985,4.254337995
ENSSSCT00000083511,PYGM,0.968030743,2.919092067,3.945233303,17.02735776
ENSSSCT00000052685,PYM1,3.417563685,1.146645457,6.506978447,10.35896991
ENSSSCT00000000627,PYROXD1,0.250736783,5.856888415,2.004373878,2.454792527
ENSSSCT00000011523,PYROXD2,0.070959333,NA,NA,11.8560509
ENSSSCT00000059994,QARS1,2.749936233,3.676861647,4.413524849,0.788493347
ENSSSCT00000070258,QDPR,2.559847738,1.885767543,35.51774343,0.635315228
ENSSSCT00000056118,QKI,4.7140902,1.216843007,2.953398063,14.00436964
ENSSSCT00000077729,QNG1,0.938134791,0.690906227,1.654742586,6.465510558
ENSSSCT00000049319,QPCTL,1.712604332,1.094208753,4.452780333,8.016433602
ENSSSCT00000009293,QPCT,NA,NA,0,20.3002694
ENSSSCT00000028558,QRICH2,NA,0.594536384,NA,NA
ENSSSCT00000041310,QRSL1,0.418170746,2.919625831,4.910130304,0.55392405
ENSSSCT00000061207,QSER1,0.375269039,2.632700193,2.65742821,1.38862313
ENSSSCT00000070443,QSOX1,7.755120043,4.3243753,11.57512415,31.63950257
ENSSSCT00000045269,QSOX2,1.182801512,8.871917511,5.545973524,10.71965957
ENSSSCT00000014892,QTRT1,0.678310286,1.789985198,2.869507095,1.045767781
ENSSSCT00000060467,QTRT2,0.862650438,1.392627569,1.841468989,4.281762021
ENSSSCT00000065524,R3HDM1,1.644347436,3.745832989,0.174333266,0.528429563
ENSSSCT00000055158,R3HDM2,2.034832257,7.73680447,1.584576601,5.571353182
ENSSSCT00000014663,R3HDM4,4.893107007,1.265019096,1.200598454,9.100425196
ENSSSCT00000066649,RAB10,7.417788971,7.595750583,2.212311584,5.966684885
ENSSSCT00000060675,RAB11A,2.759034292,5.366141595,0.828837913,1.094039758
ENSSSCT00000048560,RAB11FIP2,0.490610078,4.210373963,0,NA
ENSSSCT00000060055,RAB11FIP3,1.472007575,3.714495757,42.97030843,0.613142433
ENSSSCT00000056850,RAB11FIP4,3.197805548,2.771969981,4.796297605,2.20623678
ENSSSCT00000073032,RAB11FIP5,7.995062927,2.529011695,1.229752132,2.49378245
ENSSSCT00000066426,RAB12,3.368255406,3.288365968,0.801017196,13.56575295
ENSSSCT00000050463,RAB14,1.804307422,1.799402067,4.240899368,1.053657458
ENSSSCT00000024844,RAB18,2.576820918,22.31376406,1.849246665,7.133534067
ENSSSCT00000090444,RAB19,0.133022825,1.019034366,0,3.859371194
ENSSSCT00000059098,RAB1A,7.427689434,22.83947497,5.50707571,13.73580432
ENSSSCT00000100082,RAB1B,0.353864168,1.081867383,1.715049549,2.476122692
ENSSSCT00000026731,RAB20,2.804089035,1.529792421,0,4.452391866
ENSSSCT00000056108,RAB21,3.894467694,1.558442747,1.382775367,16.09883671
ENSSSCT00000068502,RAB22A,1.444824492,3.790331778,1.09379541,2.054744354
ENSSSCT00000055828,RAB23,7.593830686,4.064286649,0,176.8457403
ENSSSCT00000060341,RAB26,NA,0.162952288,NA,NA
ENSSSCT00000038357,RAB27A,0.874317887,4.285784578,3.654805493,2.312814203
ENSSSCT00000039097,RAB27B,0.930952868,16.24763676,0,5.297029881
ENSSSCT00000024451,RAB28,1.321480529,3.323655866,0.789243484,12.35856426
ENSSSCT00000028022,RAB29,0.205467784,0.412447957,0,2.170456346
ENSSSCT00000006829,RAB2A,0.405980612,1.050756903,27.14498008,3.051888094
ENSSSCT00000086920,RAB2B,22.52450611,5.763689549,13.39207647,13.10055936
ENSSSCT00000036962,RAB30,0.077130829,0.03840175,15.9773896,0
ENSSSCT00000082358,RAB31,0.4294164,2.080713853,0.148349094,1.322402849
ENSSSCT00000004552,RAB32,0.13855271,0.003810692,0,0
ENSSSCT00000023933,RAB33B,0.031735204,0.045866948,45.30530726,4.648976217
ENSSSCT00000078636,RAB34,0,0,NA,NA
ENSSSCT00000078379,RAB35,2.395861299,8.110304354,2.313440839,1.365775103
