"GeneID","RNAseq_H2","RNAseq_H3","RNAseq_H6","RNAseq_H7","RNAseq_H8","RNAseq_W1","RNAseq_W10","RNAseq_W6","RNAseq_W7","RNAseq_W9"
"ENSSSCG00000044894",4,3,9,7,4,4,1,0,1,0
"ENSSSCG00000044896",0,7,6,5,2,1,0,0,0,0
"ENSSSCG00000044916",2,1,6,1,1,2,0,0,0,0
"ENSSSCG00000044923",2,0,1,1,6,3,0,0,0,0
"ENSSSCG00000044924",1,1,9,2,5,5,1,1,0,0
"ENSSSCG00000044934",0,3,1,0,0,0,0,0,0,0
"ENSSSCG00000044943",0,0,1,0,0,0,0,0,0,0
"ENSSSCG00000044952",7,5,11,9,15,9,79,31,196,152
"ENSSSCG00000044956",3,4,3,3,5,6,0,0,0,0
"ENSSSCG00000044967",0,0,1,1,1,4,0,0,1,3
"ENSSSCG00000044968",1,0,0,5,3,2,0,0,0,0
"ENSSSCG00000044995",2,2,6,2,1,0,4,0,5,5
"ENSSSCG00000044997",2,3,3,4,4,6,0,0,12,1
"ENSSSCG00000045005",4,7,10,7,16,4,81,13,110,168
"ENSSSCG00000045019",0,1,0,1,2,1,0,0,0,0
"ENSSSCG00000045027",0,0,1,0,0,0,0,0,3,6
"ENSSSCG00000045040",17,25,26,28,22,21,1,2,1,6
"ENSSSCG00000045051",0,0,0,0,0,1,0,0,0,0
"ENSSSCG00000045059",0,0,0,0,1,1,0,0,0,6
"ENSSSCG00000045061",0,2,2,6,1,1,6,15,22,30
"ENSSSCG00000045066",1,3,3,2,4,4,0,0,0,0
"ENSSSCG00000045077",2,9,9,6,4,0,0,0,0,0
"ENSSSCG00000045081",0,1,0,4,3,0,0,0,1,0
"ENSSSCG00000045084",4,8,12,3,11,11,24,0,15,50
"ENSSSCG00000045091",1,2,2,2,1,3,0,0,0,0
"ENSSSCG00000045117",3,4,4,2,5,5,0,0,0,0
"ENSSSCG00000045118",0,1,0,0,1,1,0,0,0,0
"ENSSSCG00000045134",13,32,15,25,30,38,44,13,85,140
"ENSSSCG00000045136",0,5,2,1,2,2,0,0,0,0
"ENSSSCG00000045147",1,2,4,2,1,0,0,0,0,0
"ENSSSCG00000045157",0,4,1,2,3,3,63,56,51,85
"ENSSSCG00000045169",1,1,7,10,13,7,0,0,0,0
"ENSSSCG00000045186",0,1,2,3,0,0,0,0,0,0
"ENSSSCG00000045189",0,0,1,0,0,0,0,0,0,0
"ENSSSCG00000045198",1,4,4,1,5,3,3,2,3,7
"ENSSSCG00000045207",1,4,2,5,1,4,1,0,1,1
"ENSSSCG00000045208",0,0,1,0,1,0,2,0,4,1
"ENSSSCG00000045226",0,2,1,1,0,2,0,0,6,2
"ENSSSCG00000045237",4,6,5,9,9,8,2,3,2,1
"ENSSSCG00000045256",5,18,18,19,18,6,0,0,21,8
"ENSSSCG00000045257",0,0,2,0,0,0,0,0,0,0
"ENSSSCG00000045260",0,1,0,0,1,1,0,0,0,0
"ENSSSCG00000045263",4,19,22,14,24,17,7,0,24,3
"ENSSSCG00000045274",0,0,1,0,0,0,0,0,0,6
"ENSSSCG00000045290",1,4,3,4,6,6,14,1,43,26
"ENSSSCG00000045291",0,1,2,3,3,3,0,0,0,0
"ENSSSCG00000045296",1,2,0,3,4,0,6,0,5,3
"ENSSSCG00000045313",2,4,9,1,5,5,0,0,0,0
"ENSSSCG00000045332",1,1,2,0,0,0,0,0,0,0
"ENSSSCG00000045335",1,4,10,4,7,7,0,0,4,0
"ENSSSCG00000045344",0,1,0,0,0,0,3,0,5,2
"ENSSSCG00000045348",0,0,1,0,0,1,0,0,0,0
"ENSSSCG00000045356",4,5,5,5,6,5,31,21,40,89
"ENSSSCG00000045366",2,1,1,3,3,2,1,1,0,0
"ENSSSCG00000045406",2,2,1,3,1,3,0,0,0,1
"ENSSSCG00000045423",0,0,0,0,0,0,0,6,0,4
"ENSSSCG00000045442",0,1,0,0,0,1,2,0,0,0
"ENSSSCG00000045459",1,5,10,5,8,11,38,159,10,15
"ENSSSCG00000045482",6,12,15,20,15,7,34,16,85,89
"ENSSSCG00000045484",0,0,1,1,3,5,0,0,1,2
"ENSSSCG00000045485",17,31,26,20,35,20,169,236,204,212
"ENSSSCG00000045502",223,619,551,436,585,353,630,814,2623,2497
"ENSSSCG00000045508",1,2,3,2,0,4,0,3,2,1
"ENSSSCG00000045510",0,5,2,1,0,0,3,0,8,7
"ENSSSCG00000045514",1,1,2,1,0,3,0,0,0,0
"ENSSSCG00000045515",0,0,2,1,1,1,0,0,0,0
"ENSSSCG00000045517",1,3,4,2,6,4,17,1,7,6
"ENSSSCG00000045529",0,5,5,7,9,5,2,0,2,2
"ENSSSCG00000045531",1,3,3,2,8,6,5,17,42,55
"ENSSSCG00000045561",2,6,8,5,7,7,0,0,0,3
"ENSSSCG00000045565",7,16,23,23,22,20,2,0,8,1
"ENSSSCG00000045569",0,1,1,0,5,2,0,0,0,0
"ENSSSCG00000045572",0,1,0,0,0,0,0,0,0,1
"ENSSSCG00000045604",0,1,1,2,1,1,0,0,2,1
"ENSSSCG00000045611",1,0,2,1,1,1,0,0,0,0
"ENSSSCG00000045622",2,13,21,7,18,18,2,0,0,6
"ENSSSCG00000045625",0,6,6,10,5,7,0,0,0,7
"ENSSSCG00000045661",3,9,5,0,2,2,1,0,0,0
"ENSSSCG00000045672",1,2,5,1,2,4,6,1,6,1
"ENSSSCG00000045673",1,0,0,0,0,2,0,0,0,0
"ENSSSCG00000045692",1,3,2,2,1,3,0,1,0,0
"ENSSSCG00000045694",2,1,1,2,4,2,5,4,17,7
"ENSSSCG00000045703",0,1,0,0,0,0,4,0,3,0
"ENSSSCG00000045711",5,15,31,16,32,25,0,0,1,4
"ENSSSCG00000045712",12,14,12,20,24,16,31,14,60,95
"ENSSSCG00000045726",0,1,4,2,4,3,20,25,20,16
"ENSSSCG00000045734",0,0,2,0,0,1,0,0,0,1
"ENSSSCG00000045756",0,0,0,1,0,0,5,2,3,6
"ENSSSCG00000045769",4,4,6,3,8,3,0,0,0,1
"ENSSSCG00000045776",0,7,5,16,19,7,78,75,103,126
"ENSSSCG00000045794",1,4,4,6,17,7,12,19,17,50
"ENSSSCG00000045798",0,0,0,1,1,0,0,0,0,0
"ENSSSCG00000045808",1,11,10,8,22,3,93,107,158,197
"ENSSSCG00000045839",0,0,1,3,1,1,6,0,10,1
"ENSSSCG00000045845",1,1,5,0,0,2,0,0,0,0
"ENSSSCG00000045848",1,3,9,6,4,3,0,0,0,0
"ENSSSCG00000045850",0,1,0,1,3,2,0,0,1,3
"ENSSSCG00000045853",3,2,2,2,0,3,1,1,1,0
"ENSSSCG00000045871",3,6,9,5,5,4,4,0,1,4
"ENSSSCG00000045883",0,0,0,0,0,0,9,0,24,8
"ENSSSCG00000045902",1,5,18,8,12,5,6,5,2,1
"ENSSSCG00000045907",0,0,0,0,0,1,0,0,0,0
"ENSSSCG00000045942",0,1,3,1,4,2,0,0,0,0
"ENSSSCG00000045948",18,21,31,75,99,67,0,7,0,1
"ENSSSCG00000045950",1,11,0,3,7,3,57,52,95,48
"ENSSSCG00000045953",1,0,1,0,9,0,0,5,5,2
"ENSSSCG00000045959",0,1,2,3,3,2,0,0,0,0
"ENSSSCG00000045986",0,0,0,1,0,0,0,0,0,0
"ENSSSCG00000046003",34,88,100,69,136,83,197,140,563,732
"ENSSSCG00000046007",3,1,2,6,6,6,1,1,0,7
"ENSSSCG00000046008",3,2,7,5,3,5,0,0,0,6
"ENSSSCG00000046013",1,4,6,5,5,6,0,0,0,0
"ENSSSCG00000046071",2,8,4,2,8,15,0,0,1,14
"ENSSSCG00000046076",2,4,0,3,1,3,0,0,0,0
"ENSSSCG00000046078",2,2,0,1,3,1,1,0,6,2
"ENSSSCG00000046085",0,2,2,5,2,3,10,11,16,32
"ENSSSCG00000046102",0,2,1,0,0,2,0,0,0,0
"ENSSSCG00000046105",0,3,3,2,2,2,7,4,34,29
"ENSSSCG00000046109",0,0,9,1,4,3,0,0,2,2
"ENSSSCG00000046114",0,4,2,0,3,3,2,0,5,2
"ENSSSCG00000046128",0,0,0,0,0,0,0,0,0,5
"ENSSSCG00000046177",2,2,5,6,0,1,0,0,0,0
"ENSSSCG00000046178",1,2,2,2,2,3,0,0,0,0
"ENSSSCG00000046182",18,19,34,43,38,30,69,132,76,85
"ENSSSCG00000046184",0,0,0,1,2,2,0,0,1,5
"ENSSSCG00000046196",7,14,4,3,4,8,0,4,1,0
"ENSSSCG00000046197",0,1,1,0,2,1,3,5,16,23
"ENSSSCG00000046219",1,0,2,2,2,2,0,0,1,0
"ENSSSCG00000046222",3,3,8,9,7,14,2,0,1,0
"ENSSSCG00000046234",0,7,5,1,6,4,0,0,0,0
"ENSSSCG00000046246",1,6,8,11,2,6,0,0,0,0
"ENSSSCG00000046251",3,4,3,2,0,0,0,0,0,0
"ENSSSCG00000046252",2,0,3,1,1,0,0,0,0,0
"ENSSSCG00000046261",0,2,0,0,1,3,0,0,0,1
"ENSSSCG00000046269",3,8,4,5,4,6,0,1,1,0
"ENSSSCG00000046271",1,16,2,2,6,4,0,1,2,3
"ENSSSCG00000046279",23,23,20,27,20,25,248,225,302,403
"ENSSSCG00000046281",1,3,6,0,1,1,0,0,0,0
"ENSSSCG00000046287",0,0,1,0,0,0,4,0,0,0
"ENSSSCG00000046291",1,1,1,1,0,1,0,0,1,3
"ENSSSCG00000046295",6,5,5,14,23,11,92,136,182,200
"ENSSSCG00000046319",9,20,62,35,45,54,338,115,487,592
"ENSSSCG00000046325",3,1,1,3,4,2,1,0,4,1
"ENSSSCG00000046333",0,2,0,2,1,2,0,0,0,0
"ENSSSCG00000046358",9,42,34,23,42,28,171,20,237,380
"ENSSSCG00000046361",0,1,1,4,2,5,1,1,6,21
"ENSSSCG00000046374",0,0,1,0,0,0,0,0,0,0
"ENSSSCG00000046387",64,115,125,113,300,130,1001,1051,2245,2264
"ENSSSCG00000046391",0,0,0,0,0,0,6,0,1,1
"ENSSSCG00000046403",0,0,2,0,0,0,6,3,0,0
"ENSSSCG00000046417",0,0,0,0,0,1,0,0,0,0
"ENSSSCG00000046422",0,1,3,2,2,1,8,11,42,32
"ENSSSCG00000046439",78,46,57,33,72,56,429,193,1286,1190
"ENSSSCG00000046446",87,3,4,113,2,55,0,5,9,7
"ENSSSCG00000046452",1,4,4,4,5,1,29,6,57,50
"ENSSSCG00000046466",8,19,13,10,22,12,88,69,229,185
"ENSSSCG00000046471",0,0,0,1,1,1,0,0,0,1
"ENSSSCG00000046487",3,18,7,7,8,11,126,210,170,223
"ENSSSCG00000046515",0,1,4,3,2,2,5,0,5,7
"ENSSSCG00000046521",1,8,3,1,0,5,0,0,1,0
"ENSSSCG00000046532",1,0,6,4,1,0,0,0,0,0
"ENSSSCG00000046535",1,2,2,0,1,1,0,5,3,10
"ENSSSCG00000046543",2,5,6,1,5,4,0,0,0,0
"ENSSSCG00000046579",0,1,1,1,3,3,1,0,4,3
"ENSSSCG00000046587",0,4,5,3,3,3,1,0,2,8
"ENSSSCG00000046591",0,2,4,1,2,3,0,0,0,0
"ENSSSCG00000046594",1,2,4,2,5,0,10,0,19,21
"ENSSSCG00000046596",2,12,9,50,9,43,0,0,0,0
"ENSSSCG00000046603",0,0,0,1,2,0,2,0,0,7
"ENSSSCG00000046611",0,0,0,0,0,0,0,2,5,3
"ENSSSCG00000046623",1,2,2,0,2,1,7,0,2,2
"ENSSSCG00000046631",1,2,5,2,1,4,0,0,0,0
"ENSSSCG00000046640",8,9,11,40,134,31,6,38,79,36
"ENSSSCG00000046691",5,5,4,8,4,12,0,0,1,0
"ENSSSCG00000046700",1,5,0,5,6,4,16,8,60,80
"ENSSSCG00000046703",4,7,3,5,4,2,0,0,0,0
"ENSSSCG00000046707",0,1,0,0,1,2,1,10,0,5
"ENSSSCG00000046709",3,10,6,6,7,7,1,1,0,0
"ENSSSCG00000046718",3,7,2,6,1,3,7,5,7,2
"ENSSSCG00000046730",0,0,0,0,0,0,2,0,0,0
"ENSSSCG00000046737",0,0,2,0,0,0,0,0,0,0
"ENSSSCG00000046740",5,9,31,13,34,18,95,232,36,36
"ENSSSCG00000046747",2,5,4,19,28,11,1,2,6,2
"ENSSSCG00000046753",5,7,7,6,16,14,53,68,131,184
"ENSSSCG00000046767",2,7,2,0,1,2,0,0,0,0
"ENSSSCG00000046774",2,5,0,1,2,0,0,0,0,1
"ENSSSCG00000046808",7,11,10,5,2,4,11,6,38,23
"ENSSSCG00000046849",0,1,2,0,2,1,27,68,3,6
"ENSSSCG00000046879",4,3,3,6,9,3,29,62,12,21
"ENSSSCG00000046881",0,1,1,0,4,3,0,0,0,0
"ENSSSCG00000046886",3,2,5,5,6,9,28,22,76,101
"ENSSSCG00000046889",1,3,6,4,8,4,0,0,2,0
"ENSSSCG00000046934",0,0,0,1,0,0,0,0,0,0
"ENSSSCG00000046939",0,0,1,0,0,0,0,0,0,0
"ENSSSCG00000046948",1,6,3,3,3,6,0,0,0,0
"ENSSSCG00000046959",0,5,5,2,4,2,1,0,0,0
"ENSSSCG00000046967",0,1,3,2,1,2,3,5,6,2
"ENSSSCG00000046977",0,0,2,2,1,0,0,0,0,0
"ENSSSCG00000046978",0,0,0,0,0,3,0,0,0,0
"ENSSSCG00000046980",2,0,2,1,1,1,0,0,2,5
"ENSSSCG00000046998",0,2,1,3,3,2,0,0,3,0
"ENSSSCG00000047003",0,6,7,3,4,7,33,17,57,79
"ENSSSCG00000047012",0,0,2,0,0,0,9,0,0,0
"ENSSSCG00000047017",5,4,10,4,1,12,2,0,1,1
"ENSSSCG00000047027",0,0,2,2,1,2,0,0,0,0
"ENSSSCG00000047038",0,0,1,1,0,0,4,1,2,12
"ENSSSCG00000047042",0,3,2,0,0,0,0,0,0,0
"ENSSSCG00000047060",0,1,3,0,0,2,12,32,9,12
"ENSSSCG00000047064",0,0,0,0,0,0,6,0,6,3
"ENSSSCG00000047070",0,2,1,1,7,2,0,0,6,4
"ENSSSCG00000047079",15,11,31,17,32,20,0,0,0,0
"ENSSSCG00000047080",2,5,11,10,14,3,0,1,1,0
"ENSSSCG00000047083",12,8,16,17,34,14,37,111,118,150
"ENSSSCG00000047091",2,3,7,6,6,10,1,3,5,6
"ENSSSCG00000047099",0,2,0,1,1,1,5,0,15,24
"ENSSSCG00000047106",2,1,2,1,2,4,0,0,0,0
"ENSSSCG00000047109",0,0,2,2,0,0,3,0,2,1
"ENSSSCG00000047110",1,2,1,1,1,2,0,0,1,1
"ENSSSCG00000047135",0,0,0,0,2,0,0,0,13,154
"ENSSSCG00000047137",4,7,2,4,3,4,0,0,0,1
"ENSSSCG00000047147",22,57,61,59,60,64,186,151,525,791
"ENSSSCG00000047152",0,0,0,0,2,1,0,0,0,0
"ENSSSCG00000047165",3,3,4,1,3,1,0,1,0,0
"ENSSSCG00000047173",1,3,2,0,4,3,0,0,0,0
"ENSSSCG00000047190",0,0,0,0,0,1,0,0,0,0
"ENSSSCG00000047194",0,2,6,3,4,2,2,1,2,1
"ENSSSCG00000047196",0,2,4,3,3,5,16,10,61,35
"ENSSSCG00000047199",0,2,3,5,3,6,3,0,1,4
"ENSSSCG00000047218",2,0,1,3,2,5,2,0,3,5
"ENSSSCG00000047223",0,3,1,0,0,1,0,0,1,2
"ENSSSCG00000047232",1,0,2,0,0,0,0,0,0,0
"ENSSSCG00000047247",1,2,1,4,1,2,21,21,39,31
"ENSSSCG00000047248",1,4,6,2,1,1,3,0,7,3
"ENSSSCG00000047251",0,2,0,0,0,0,0,0,0,0
"ENSSSCG00000047263",0,4,3,2,0,8,0,0,1,1
"ENSSSCG00000047266",2,9,4,3,4,3,0,2,0,0
"ENSSSCG00000047268",2,1,4,7,11,4,0,7,2,1
"ENSSSCG00000047283",1,5,3,3,3,2,0,0,1,0
"ENSSSCG00000047288",4,8,8,7,2,6,1,2,0,2
"ENSSSCG00000047303",3,0,2,0,2,1,0,1,1,0
"ENSSSCG00000047304",0,0,0,0,0,0,0,0,1,0
"ENSSSCG00000047325",0,1,0,0,0,0,0,0,0,0
"ENSSSCG00000047332",4,1,0,0,3,0,0,0,0,0
"ENSSSCG00000047354",0,1,6,2,1,0,0,0,0,0
"ENSSSCG00000047368",0,0,0,1,0,0,0,0,2,0
"ENSSSCG00000047369",0,0,1,0,0,0,0,0,0,0
"ENSSSCG00000047378",5,2,8,2,10,3,0,1,0,0
"ENSSSCG00000047386",1,5,1,7,0,2,0,0,0,0
"ENSSSCG00000047407",0,1,0,0,1,0,0,0,0,3
"ENSSSCG00000047413",0,6,4,2,2,1,3,10,23,20
"ENSSSCG00000047420",15,21,53,38,47,53,282,87,563,574
"ENSSSCG00000047423",0,2,4,0,1,0,0,0,1,1
"ENSSSCG00000047465",0,0,2,1,2,0,0,0,0,0
"ENSSSCG00000047468",5,5,6,5,5,5,20,17,51,46
"ENSSSCG00000047473",3,5,6,5,13,9,0,0,0,0
"ENSSSCG00000047477",4,2,2,0,0,0,0,6,0,1
"ENSSSCG00000047493",0,0,0,2,1,0,0,0,0,0
"ENSSSCG00000047502",1,2,8,2,9,5,0,0,0,0
"ENSSSCG00000047507",3,3,11,0,2,4,2,0,0,0
"ENSSSCG00000047511",5,5,6,5,12,6,2,1,9,6
"ENSSSCG00000047519",0,0,0,1,0,0,0,8,3,2
"ENSSSCG00000047543",0,1,0,0,1,0,2,0,2,4
"ENSSSCG00000047552",0,0,0,0,0,0,7,5,2,1
"ENSSSCG00000047564",3,5,4,5,2,5,5,0,0,0
"ENSSSCG00000047586",1,2,2,4,4,2,0,0,4,0
"ENSSSCG00000047605",5,14,14,13,13,9,70,181,147,163
"ENSSSCG00000047620",2,2,1,1,1,3,0,0,0,0
"ENSSSCG00000047631",0,0,1,1,3,0,0,0,0,0
"ENSSSCG00000047642",0,0,0,0,0,2,0,0,0,0
"ENSSSCG00000047643",1,3,3,2,2,8,13,0,6,16
"ENSSSCG00000047657",0,0,1,0,0,0,3,0,5,5
"ENSSSCG00000047664",1,2,2,2,1,3,0,0,1,1
"ENSSSCG00000047701",2,10,10,2,4,1,5,12,6,7
"ENSSSCG00000047713",12,36,47,37,31,40,16,0,19,6
"ENSSSCG00000047716",11,37,43,41,46,50,2,2,1,5
"ENSSSCG00000047723",0,0,0,1,0,0,0,0,0,0
"ENSSSCG00000047749",4,4,10,3,2,6,1,5,9,14
"ENSSSCG00000047763",3,10,4,4,6,1,0,0,3,0
"ENSSSCG00000047764",2,0,1,4,0,0,0,0,0,0
"ENSSSCG00000047774",1,3,4,0,4,1,0,0,0,0
"ENSSSCG00000047783",0,5,5,5,7,3,0,0,0,0
"ENSSSCG00000047799",1,0,2,3,0,2,5,1,6,15
"ENSSSCG00000047800",2,2,8,4,4,2,22,23,52,59
"ENSSSCG00000047828",4,7,10,15,4,7,35,17,66,57
"ENSSSCG00000047832",2,8,5,8,7,14,23,5,29,18
"ENSSSCG00000047835",0,0,2,0,0,0,1,2,5,2
"ENSSSCG00000047850",3,3,8,2,2,6,0,0,0,0
"ENSSSCG00000047857",0,1,0,1,0,1,0,0,0,0
"ENSSSCG00000047863",0,3,4,1,4,1,0,0,0,0
"ENSSSCG00000047877",0,1,1,1,0,2,0,1,0,0
"ENSSSCG00000047888",0,2,0,0,1,0,7,5,7,15
"ENSSSCG00000047895",4,12,12,14,11,9,1,1,3,1
"ENSSSCG00000047900",0,1,0,0,1,0,0,0,0,0
"ENSSSCG00000047904",0,0,0,0,1,1,0,0,0,0
"ENSSSCG00000047908",0,0,3,1,4,5,0,1,0,0
"ENSSSCG00000047914",0,0,0,0,2,0,0,0,0,0
"ENSSSCG00000047927",4,5,3,3,4,3,1,5,0,1
"ENSSSCG00000047932",6,8,8,1,38,2,23,45,60,132
"ENSSSCG00000047940",0,0,0,0,0,1,0,0,0,0
"ENSSSCG00000047943",0,0,0,1,2,0,0,0,0,0
"ENSSSCG00000047953",0,3,4,3,3,2,0,0,0,0
"ENSSSCG00000047980",1,0,0,0,0,2,0,0,0,0
"ENSSSCG00000047985",1,11,19,9,21,7,78,108,209,300
"ENSSSCG00000047991",0,1,0,0,0,0,0,0,0,1
"ENSSSCG00000048016",1,0,1,0,0,1,0,0,2,0
"ENSSSCG00000048024",1,4,5,1,0,1,0,0,0,0
"ENSSSCG00000048049",3,6,5,0,5,8,2,0,1,1
"ENSSSCG00000048052",0,4,0,2,2,6,0,0,0,0
"ENSSSCG00000048063",0,7,13,3,5,12,1,7,4,7
"ENSSSCG00000048073",4,8,8,10,5,5,0,0,0,1
"ENSSSCG00000048076",4,4,7,1,3,1,62,104,20,22
"ENSSSCG00000048110",0,3,2,3,8,7,2,7,18,12
"ENSSSCG00000048125",2,2,0,2,3,3,0,0,0,0
"ENSSSCG00000048138",0,0,1,0,0,0,0,0,3,3
"ENSSSCG00000048147",3,1,0,0,3,0,1,83,5,5
"ENSSSCG00000048169",0,3,3,2,1,3,0,0,0,3
"ENSSSCG00000048195",2,3,6,1,3,2,0,0,0,1
"ENSSSCG00000048197",1,3,5,4,1,0,0,0,0,0
"ENSSSCG00000048201",1,0,1,1,4,1,1,2,1,2
"ENSSSCG00000048217",0,0,0,0,0,0,1,0,0,1
"ENSSSCG00000048231",1,0,1,0,1,2,0,0,1,0
"ENSSSCG00000048240",2,4,5,6,4,4,8,5,0,1
"ENSSSCG00000048242",0,2,3,0,1,2,0,0,2,0
"ENSSSCG00000048258",0,3,4,5,0,0,0,0,0,0
"ENSSSCG00000048260",3,6,13,7,7,12,1,1,6,2
"ENSSSCG00000048273",0,0,0,3,2,0,0,0,0,0
"ENSSSCG00000048278",3,1,3,0,2,2,1,1,8,5
"ENSSSCG00000048309",0,0,0,1,0,0,2,0,1,2
"ENSSSCG00000048318",1,1,2,2,1,4,0,0,1,0
"ENSSSCG00000048327",0,2,0,0,0,0,0,0,0,0
"ENSSSCG00000048332",0,1,0,0,0,0,0,0,0,0
"ENSSSCG00000048333",15,8,25,16,24,24,4,56,14,6
"ENSSSCG00000048346",0,2,1,0,0,2,0,0,0,0
"ENSSSCG00000048369",0,0,2,3,0,1,0,0,0,0
"ENSSSCG00000048377",0,0,1,0,0,0,0,0,0,0
"ENSSSCG00000048383",0,2,1,4,2,3,0,0,0,0
"ENSSSCG00000048390",1,5,3,5,5,3,0,1,0,1
"ENSSSCG00000048396",0,4,2,2,2,1,0,0,0,1
"ENSSSCG00000048408",8,9,16,13,12,11,33,6,50,28
"ENSSSCG00000048414",0,1,2,3,2,2,0,0,0,0
"ENSSSCG00000048439",21,44,52,39,54,57,128,52,189,179
"ENSSSCG00000048443",0,3,2,0,10,0,0,0,0,7
"ENSSSCG00000048446",0,0,1,0,0,0,0,0,1,1
"ENSSSCG00000048453",2,2,2,3,3,4,6,1,14,4
"ENSSSCG00000048469",8,20,17,10,15,11,4,1,1,0
"ENSSSCG00000048484",0,1,0,0,2,0,17,31,45,11
"ENSSSCG00000048487",0,0,0,0,0,1,4,0,0,4
"ENSSSCG00000048506",1,2,3,1,8,5,1,0,0,1
"ENSSSCG00000048509",0,0,0,0,2,2,0,0,0,0
"ENSSSCG00000048514",5,4,6,0,4,5,0,0,0,1
"ENSSSCG00000048526",0,6,5,4,6,7,4,0,2,1
"ENSSSCG00000048538",1,1,1,3,2,2,0,0,1,0
"ENSSSCG00000048542",0,1,4,2,1,1,6,0,11,8
"ENSSSCG00000048546",1,1,1,0,0,0,0,0,2,0
"ENSSSCG00000048552",1,4,8,3,0,4,0,0,1,3
"ENSSSCG00000048600",0,2,1,0,1,2,23,3,15,27
"ENSSSCG00000048602",1,0,2,1,2,7,0,4,2,1
"ENSSSCG00000048603",1,0,0,0,0,0,0,3,0,0
"ENSSSCG00000048612",1,2,0,0,1,0,0,0,2,0
"ENSSSCG00000048619",0,3,2,0,0,2,3,6,0,0
"ENSSSCG00000048627",0,1,0,0,0,1,0,2,2,2
"ENSSSCG00000048635",4,8,3,4,4,11,0,0,0,0
"ENSSSCG00000048649",0,3,5,8,3,5,0,0,0,0
"ENSSSCG00000048650",3,5,8,4,5,3,0,0,0,0
"ENSSSCG00000048742",0,1,0,1,0,0,0,0,0,0
"ENSSSCG00000048746",0,3,3,2,2,4,0,0,0,1
"ENSSSCG00000048752",4,3,6,1,4,9,17,10,17,35
"ENSSSCG00000048762",0,1,0,2,1,0,3,4,6,4
"ENSSSCG00000048763",3,0,5,7,4,2,3,0,2,4
"ENSSSCG00000048781",0,0,0,0,1,0,0,0,0,0
"ENSSSCG00000048786",0,6,3,7,8,8,0,3,2,2
"ENSSSCG00000048793",1,3,2,1,1,2,0,0,0,0
"ENSSSCG00000048797",0,0,1,0,0,0,0,0,0,0
"ENSSSCG00000048801",0,0,0,0,0,0,0,1,0,0
"ENSSSCG00000048818",1,5,1,2,3,3,0,0,0,0
"ENSSSCG00000048819",0,1,3,4,5,3,0,0,0,0
"ENSSSCG00000048824",1,3,2,2,3,3,3,2,0,0
"ENSSSCG00000048838",0,2,6,7,2,2,0,0,0,0
"ENSSSCG00000048854",0,0,2,5,1,4,0,0,0,1
"ENSSSCG00000048866",1,7,5,6,3,3,2,5,0,0
"ENSSSCG00000048880",2,2,4,2,12,3,0,0,0,0
"ENSSSCG00000048884",1,1,1,0,1,0,0,0,1,0
"ENSSSCG00000048893",0,2,2,2,9,3,0,0,1,0
"ENSSSCG00000048899",0,0,0,1,0,0,0,0,0,1
"ENSSSCG00000048918",9,11,27,12,16,17,213,135,268,356
"ENSSSCG00000048919",2,2,4,3,35,2,6,3,24,22
"ENSSSCG00000048962",0,0,0,1,0,0,0,0,0,0
"ENSSSCG00000048989",0,0,3,0,0,0,9,11,35,71
"ENSSSCG00000048990",0,1,0,0,0,0,0,0,0,0
"ENSSSCG00000048993",3,1,0,2,1,0,0,0,0,0
"ENSSSCG00000048996",0,3,3,8,5,1,0,0,0,0
"ENSSSCG00000048998",1,1,0,0,0,1,1,0,1,0
"ENSSSCG00000049004",2,5,4,1,1,4,0,0,0,0
"ENSSSCG00000049009",0,0,1,0,1,1,0,0,0,1
"ENSSSCG00000049011",0,1,0,0,4,0,8,9,11,19
"ENSSSCG00000049020",0,0,0,0,1,0,0,0,0,0
"ENSSSCG00000049023",0,6,3,5,2,2,1,4,23,25
"ENSSSCG00000049025",3,14,17,4,22,13,52,23,135,120
"ENSSSCG00000049074",0,5,6,1,2,3,0,0,0,0
"ENSSSCG00000049078",0,0,0,1,0,0,0,0,0,0
"ENSSSCG00000049083",2,2,5,3,1,1,0,0,0,0
"ENSSSCG00000049087",4,3,6,7,6,3,0,0,0,0
"ENSSSCG00000049099",1,2,5,2,1,0,0,0,0,2
"ENSSSCG00000049106",1,4,6,3,7,5,0,0,0,0
"ENSSSCG00000049115",0,3,3,3,2,2,4,0,6,5
"ENSSSCG00000049121",1,7,6,5,11,6,0,2,2,0
"ENSSSCG00000049158",5,29,30,17,29,32,7,1,68,116
"ENSSSCG00000049170",1,2,2,3,3,0,2,3,5,9
"ENSSSCG00000049172",0,0,2,1,1,2,3,32,9,23
"ENSSSCG00000049181",11,24,31,21,18,19,108,170,14,26
"ENSSSCG00000049211",0,2,0,1,0,1,2,0,1,0
"ENSSSCG00000049216",7,14,11,5,15,5,7,0,9,7
"ENSSSCG00000049231",0,0,0,0,1,0,0,0,0,0
"ENSSSCG00000049233",2,14,9,7,11,5,11,0,28,48
"ENSSSCG00000049238",0,0,0,0,1,0,0,0,0,0
"ENSSSCG00000049258",0,0,0,0,0,1,0,0,6,6
"ENSSSCG00000049263",0,2,1,1,4,0,20,2,16,32
"ENSSSCG00000049280",0,2,3,5,5,7,0,1,2,1
"ENSSSCG00000049336",0,2,4,2,4,0,0,1,0,0
"ENSSSCG00000049367",4,6,5,9,2,5,0,0,1,0
"ENSSSCG00000049374",0,2,1,0,4,0,0,0,0,0
