"GeneID","RNAseq_H2","RNAseq_H3","RNAseq_H6","RNAseq_H7","RNAseq_H8","RNAseq_W1","RNAseq_W10","RNAseq_W6","RNAseq_W7","RNAseq_W9"
"ENSSSCG00000049415",1,1,1,3,9,0,0,0,2,7
"ENSSSCG00000049422",1,0,1,0,1,2,4,4,7,7
"ENSSSCG00000049427",0,4,2,2,0,2,0,3,2,1
"ENSSSCG00000049430",4,10,12,7,17,9,49,102,104,131
"ENSSSCG00000049444",2,6,4,3,2,6,0,0,0,2
"ENSSSCG00000049460",3,10,7,8,7,4,0,5,1,3
"ENSSSCG00000049462",0,0,0,0,0,0,0,20,1,0
"ENSSSCG00000049466",1,8,5,3,0,2,0,0,0,0
"ENSSSCG00000049471",3,7,12,11,9,9,0,3,7,2
"ENSSSCG00000049472",1,4,1,0,2,1,2,0,0,0
"ENSSSCG00000049478",0,0,3,0,0,1,0,0,0,0
"ENSSSCG00000049486",0,1,1,1,0,0,0,0,0,0
"ENSSSCG00000049489",4,5,0,3,5,7,0,0,0,0
"ENSSSCG00000049503",3,10,16,3,11,9,13,16,6,1
"ENSSSCG00000049512",0,0,1,2,0,0,0,0,0,0
"ENSSSCG00000049515",4,7,9,4,8,2,96,128,97,97
"ENSSSCG00000049524",51,74,107,72,80,96,753,256,1534,1163
"ENSSSCG00000049530",1,1,2,5,6,1,14,1,3,2
"ENSSSCG00000049540",0,1,0,0,0,0,0,0,0,0
"ENSSSCG00000049544",2,3,5,6,7,6,12,3,23,24
"ENSSSCG00000049545",0,0,0,0,0,0,1,0,0,0
"ENSSSCG00000049546",0,4,7,6,4,4,6,0,0,0
"ENSSSCG00000049559",0,0,0,0,0,0,0,0,0,2
"ENSSSCG00000049571",0,0,1,0,0,0,0,0,0,0
"ENSSSCG00000049576",0,0,0,0,0,0,0,0,1,2
"ENSSSCG00000049579",0,1,0,0,0,0,0,0,0,0
"ENSSSCG00000049617",4,4,1,6,3,8,0,0,1,2
"ENSSSCG00000049622",4,9,9,4,4,4,0,0,2,1
"ENSSSCG00000049623",0,1,0,0,1,0,0,0,0,0
"ENSSSCG00000049630",10,4,3,3,8,3,10,9,33,46
"ENSSSCG00000049637",3,1,2,6,4,6,0,0,0,0
"ENSSSCG00000049674",0,1,0,1,4,1,8,0,10,5
"ENSSSCG00000049689",1,2,3,0,1,1,11,0,8,6
"ENSSSCG00000049691",3,4,5,5,5,5,0,8,0,4
"ENSSSCG00000049711",0,0,2,0,1,0,0,0,0,0
"ENSSSCG00000049727",0,1,2,0,3,1,5,0,1,0
"ENSSSCG00000049732",6,10,7,8,7,8,0,1,0,0
"ENSSSCG00000049750",5,5,1,4,3,4,1,0,0,0
"ENSSSCG00000049786",0,1,3,1,2,0,0,0,0,0
"ENSSSCG00000049794",0,1,0,0,0,0,3,0,3,6
"ENSSSCG00000049797",2,6,6,9,11,11,46,58,99,119
"ENSSSCG00000049831",0,2,4,2,25,1,15,48,20,43
"ENSSSCG00000049847",2,5,3,3,1,4,0,0,3,0
"ENSSSCG00000049861",0,2,3,3,7,5,11,22,2,1
"ENSSSCG00000049868",0,0,0,3,0,1,0,0,0,0
"ENSSSCG00000049878",0,2,1,3,0,1,3,3,9,14
"ENSSSCG00000049883",1,0,1,1,2,2,39,39,62,68
"ENSSSCG00000049891",1,3,1,4,2,1,0,0,0,0
"ENSSSCG00000049910",3,11,8,8,8,10,0,2,0,0
"ENSSSCG00000049911",0,2,2,1,1,1,0,0,3,0
"ENSSSCG00000049923",2,7,11,6,5,7,13,4,3,5
"ENSSSCG00000049931",1,7,4,1,8,4,1,10,4,2
"ENSSSCG00000049932",1,0,1,0,0,0,0,0,0,0
"ENSSSCG00000049935",2,0,1,1,1,0,0,0,0,0
"ENSSSCG00000049941",0,6,2,1,12,2,14,10,27,57
"ENSSSCG00000049945",0,3,5,6,2,6,0,0,1,1
"ENSSSCG00000049970",0,0,1,0,0,1,1,0,0,4
"ENSSSCG00000049979",0,0,0,1,2,2,0,0,4,2
"ENSSSCG00000049982",2,8,9,3,3,0,3,3,3,0
"ENSSSCG00000049990",0,1,0,0,0,0,2,0,3,3
"ENSSSCG00000050005",2,4,9,1,4,3,1,0,0,0
"ENSSSCG00000050012",0,1,0,0,1,1,0,0,0,0
"ENSSSCG00000050047",0,8,11,6,5,2,0,0,0,0
"ENSSSCG00000050048",0,0,0,0,0,0,23,46,23,13
"ENSSSCG00000050050",0,0,1,0,4,0,4,15,10,15
"ENSSSCG00000050056",0,1,3,1,1,2,0,0,0,0
"ENSSSCG00000050058",0,9,11,8,9,9,0,1,5,6
"ENSSSCG00000050070",0,5,1,4,3,4,0,0,1,1
"ENSSSCG00000050073",0,0,0,0,0,0,0,0,10,7
"ENSSSCG00000050087",0,13,12,14,12,15,11,1,12,4
"ENSSSCG00000050098",1,6,2,3,1,3,0,0,0,0
"ENSSSCG00000050125",1,0,0,1,0,0,0,0,0,0
"ENSSSCG00000050136",0,1,0,0,1,0,0,0,0,0
"ENSSSCG00000050140",0,0,0,1,0,1,0,0,0,0
"ENSSSCG00000050154",0,1,0,2,0,0,0,0,0,0
"ENSSSCG00000050164",0,0,0,0,0,0,0,0,2,3
"ENSSSCG00000050174",0,3,3,0,1,1,0,7,0,0
"ENSSSCG00000050177",1,1,2,4,4,2,2,0,1,14
"ENSSSCG00000050181",0,1,4,2,1,4,0,0,0,0
"ENSSSCG00000050190",0,0,0,0,0,0,0,0,1,0
"ENSSSCG00000050208",0,5,1,1,0,1,3,3,10,24
"ENSSSCG00000050212",1,2,2,2,4,3,1,0,0,0
"ENSSSCG00000050214",0,0,0,0,0,0,7,0,10,4
"ENSSSCG00000050228",0,0,2,1,0,0,0,0,0,0
"ENSSSCG00000050231",0,1,0,0,0,0,0,0,0,0
"ENSSSCG00000050245",1,3,3,1,3,6,0,0,2,0
"ENSSSCG00000050248",1,4,4,2,3,7,1,0,2,0
"ENSSSCG00000050305",2,5,2,0,3,1,0,0,1,0
"ENSSSCG00000050308",2,1,2,4,1,0,0,0,0,0
"ENSSSCG00000050310",1,0,0,0,0,0,0,0,0,0
"ENSSSCG00000050318",0,7,10,13,9,11,11,2,41,30
"ENSSSCG00000050345",0,2,1,2,1,0,0,0,1,0
"ENSSSCG00000050350",0,0,2,1,1,1,0,0,0,0
"ENSSSCG00000050377",1,3,9,3,3,9,4,0,6,2
"ENSSSCG00000050381",2,5,4,3,2,3,0,0,7,9
"ENSSSCG00000050390",0,0,1,0,0,0,0,0,0,0
"ENSSSCG00000050398",29,8,12,4,10,14,1,13,65,39
"ENSSSCG00000050401",4,0,4,2,3,2,0,0,1,0
"ENSSSCG00000050431",4,1,3,2,4,1,0,0,1,0
"ENSSSCG00000050436",2,2,2,2,3,4,14,8,38,53
"ENSSSCG00000050449",0,1,3,7,5,3,31,6,28,33
"ENSSSCG00000050458",38,38,51,25,35,50,180,74,1272,1200
"ENSSSCG00000050462",0,0,0,0,0,0,5,0,0,4
"ENSSSCG00000050468",6,15,16,10,10,11,6,9,11,18
"ENSSSCG00000050470",1,2,1,4,2,4,0,0,1,2
"ENSSSCG00000050482",2,5,5,2,4,2,1,0,2,1
"ENSSSCG00000050486",0,3,1,1,4,4,10,0,8,7
"ENSSSCG00000050487",0,1,0,1,2,3,1,2,16,11
"ENSSSCG00000050495",2,2,4,4,2,1,1,0,1,1
"ENSSSCG00000050498",6,7,9,7,14,2,21,18,63,70
"ENSSSCG00000050505",2,1,2,1,1,3,0,0,1,0
"ENSSSCG00000050522",3,3,2,3,1,4,9,24,9,16
"ENSSSCG00000050527",16,9,19,24,21,28,105,188,386,813
"ENSSSCG00000050530",6,10,8,4,14,10,8,9,25,48
"ENSSSCG00000050552",0,0,1,1,0,1,4,4,13,9
"ENSSSCG00000050559",0,3,1,1,1,2,4,12,4,2
"ENSSSCG00000050561",1,1,2,0,2,2,0,0,0,0
"ENSSSCG00000050569",1,1,4,2,1,1,0,0,0,0
"ENSSSCG00000050577",0,0,0,0,0,0,1,0,5,2
"ENSSSCG00000050581",2,2,8,2,7,3,23,59,72,73
"ENSSSCG00000050585",0,3,6,6,5,5,15,0,6,4
"ENSSSCG00000050591",2,1,3,4,4,0,36,41,33,35
"ENSSSCG00000050592",0,7,1,1,1,1,0,0,1,2
"ENSSSCG00000050599",1,1,6,0,3,3,3,0,0,1
"ENSSSCG00000050615",0,3,1,1,0,0,0,0,1,2
"ENSSSCG00000050616",0,0,4,4,3,0,0,4,1,0
"ENSSSCG00000050625",6,11,13,11,10,8,0,0,2,0
"ENSSSCG00000050627",46,76,76,65,112,59,321,306,1336,1680
"ENSSSCG00000050630",0,0,0,0,0,0,0,2,3,3
"ENSSSCG00000050662",3,1,6,2,3,2,49,166,31,29
"ENSSSCG00000050663",0,0,1,0,0,0,0,0,2,0
"ENSSSCG00000050671",2,6,3,2,2,5,0,0,0,0
"ENSSSCG00000050703",3,6,7,2,6,6,1,4,2,1
"ENSSSCG00000050707",0,1,0,0,0,0,0,0,0,0
"ENSSSCG00000050712",0,2,2,3,3,2,0,0,0,0
"ENSSSCG00000050713",2,5,2,3,3,1,0,0,1,0
"ENSSSCG00000050715",1,0,1,0,1,0,0,0,0,0
"ENSSSCG00000050751",0,1,1,0,0,1,0,1,0,0
"ENSSSCG00000050753",0,4,3,1,1,3,2,0,3,3
"ENSSSCG00000050754",0,6,4,2,5,3,2,0,0,0
"ENSSSCG00000050756",0,2,2,2,5,3,0,0,1,0
"ENSSSCG00000050759",3,4,3,2,4,1,0,3,0,0
"ENSSSCG00000050771",1,6,4,8,4,9,1,2,1,1
"ENSSSCG00000050784",1,4,8,2,7,3,0,0,0,0
"ENSSSCG00000050786",2,8,5,5,10,11,0,2,0,1
"ENSSSCG00000050791",3,5,1,2,3,2,1,3,9,8
"ENSSSCG00000050792",1,1,4,4,5,2,9,0,4,5
"ENSSSCG00000050812",0,1,0,0,0,0,0,0,5,2
"ENSSSCG00000050847",0,1,3,1,1,2,2,0,5,0
"ENSSSCG00000050864",0,1,2,1,1,0,0,0,3,4
"ENSSSCG00000050876",1,5,8,8,8,13,0,0,2,0
"ENSSSCG00000050878",5,10,13,9,7,2,2,1,2,3
"ENSSSCG00000050889",0,3,1,4,1,6,0,0,3,0
"ENSSSCG00000050899",1,12,15,9,10,10,0,0,0,0
"ENSSSCG00000050902",0,4,2,2,2,2,0,0,0,0
"ENSSSCG00000050933",2,3,4,6,2,2,10,10,5,5
"ENSSSCG00000050940",10,13,26,10,28,19,298,191,574,724
"ENSSSCG00000050946",0,0,0,0,0,0,1,0,18,10
"ENSSSCG00000050952",0,0,0,0,0,0,0,0,4,1
"ENSSSCG00000050992",3,4,0,2,3,3,1,0,1,2
"ENSSSCG00000050998",8,25,29,15,39,8,18,33,41,145
"ENSSSCG00000051020",4,7,5,0,5,3,8,0,2,1
"ENSSSCG00000051030",2,7,3,2,4,2,14,1,6,10
"ENSSSCG00000051031",1,6,4,6,1,5,0,2,0,1
"ENSSSCG00000051040",0,0,0,0,0,0,3,0,0,1
"ENSSSCG00000051076",1,2,2,1,2,5,0,0,0,0
"ENSSSCG00000051093",2,3,4,2,2,5,0,0,0,1
"ENSSSCG00000051098",0,0,1,0,1,3,0,0,0,0
"ENSSSCG00000051099",1,2,2,4,2,2,0,0,0,0
"ENSSSCG00000051117",1,1,1,2,3,2,16,0,15,17
"ENSSSCG00000051162",0,2,1,1,2,4,0,0,0,0
"ENSSSCG00000051169",1,7,2,2,2,4,0,1,0,3
"ENSSSCG00000051195",0,0,0,0,0,0,2,0,0,2
"ENSSSCG00000051205",5,1,6,3,5,2,9,25,63,82
"ENSSSCG00000051213",3,9,19,18,31,6,4,10,3,4
"ENSSSCG00000051230",3,7,10,5,8,5,0,0,0,3
"ENSSSCG00000051237",0,3,6,1,2,1,6,0,5,5
"ENSSSCG00000051241",0,2,0,0,0,0,0,0,1,0
"ENSSSCG00000051242",2,3,4,2,1,3,0,0,1,2
"ENSSSCG00000051254",0,0,0,0,0,0,0,0,0,1
"ENSSSCG00000051264",0,1,5,1,1,2,0,2,0,0
"ENSSSCG00000051265",0,0,0,0,1,0,0,0,0,0
"ENSSSCG00000051279",2,11,10,2,12,6,3,1,0,1
"ENSSSCG00000051286",0,0,0,0,0,0,0,0,1,3
"ENSSSCG00000051291",0,1,0,0,1,0,3,0,1,5
"ENSSSCG00000051306",2,7,8,5,7,4,0,0,1,2
"ENSSSCG00000051327",3,6,11,3,11,8,0,5,0,1
"ENSSSCG00000051331",0,1,3,2,1,0,4,3,2,1
"ENSSSCG00000051332",0,2,3,6,7,2,0,0,0,0
"ENSSSCG00000051344",2,0,3,0,2,0,1,0,3,2
"ENSSSCG00000051352",4,10,11,15,4,7,9,0,4,2
"ENSSSCG00000051356",0,0,1,2,2,0,0,0,3,1
"ENSSSCG00000051359",2,9,12,8,36,20,133,108,234,289
"ENSSSCG00000051377",1,6,11,4,7,11,0,1,1,0
"ENSSSCG00000051392",0,0,0,0,0,0,0,0,1,1
"ENSSSCG00000051398",0,0,0,0,0,0,0,0,0,1
"ENSSSCG00000051410",0,1,6,1,4,2,3,1,0,2
"ENSSSCG00000051429",0,0,0,2,0,0,2,0,4,0
"ENSSSCG00000051436",0,0,3,0,0,2,0,1,2,0
"ENSSSCG00000051452",0,0,0,0,1,0,8,0,3,2
"ENSSSCG00000051455",1,3,1,7,11,7,37,13,26,54
"ENSSSCG00000051461",0,0,0,0,0,0,0,9,1,0
"ENSSSCG00000051469",0,3,6,3,2,9,1,0,5,0
"ENSSSCG00000051471",1,3,1,3,4,0,1,2,6,13
"ENSSSCG00000051485",1,4,5,5,6,5,0,1,0,0
"ENSSSCG00000051504",0,0,1,3,0,0,4,0,0,0
"ENSSSCG00000051506",0,1,0,2,1,0,0,0,8,12
"ENSSSCG00000051543",0,0,1,1,0,1,2,0,0,0
"ENSSSCG00000051558",0,0,1,0,1,2,0,0,0,1
"ENSSSCG00000051559",0,0,0,0,1,0,0,0,0,0
"ENSSSCG00000051570",8,24,33,14,43,21,4,7,5,2
"ENSSSCG00000051581",1,0,0,0,4,2,0,4,5,0
"ENSSSCG00000051585",9,38,39,28,37,29,90,61,126,129
"ENSSSCG00000051591",1,1,1,3,7,2,0,0,0,0
"ENSSSCG00000051618",38,108,106,104,129,91,240,286,704,909
"ENSSSCG00000051626",2,5,3,1,5,3,0,0,0,1
"ENSSSCG00000051637",1,1,2,1,0,0,0,0,0,0
"ENSSSCG00000051640",0,1,4,2,3,2,0,1,0,0
"ENSSSCG00000051647",0,1,0,0,1,0,0,0,1,9
"ENSSSCG00000051671",0,1,5,1,4,3,0,4,3,0
"ENSSSCG00000051680",1,2,5,2,0,2,20,0,49,33
"ENSSSCG00000051705",4,2,3,4,4,6,0,0,1,0
"ENSSSCG00000051715",1,5,5,0,10,4,6,2,2,3
"ENSSSCG00000051740",1,6,9,6,8,1,0,0,0,0
"ENSSSCG00000051742",1,0,2,1,1,2,0,1,2,0
"ENSSSCG00000051747",2,4,3,1,3,2,0,0,0,1
"ENSSSCG00000051760",1,3,1,4,0,3,1,0,1,1
"ENSSSCG00000051765",2,4,5,3,2,6,0,0,1,3
"ENSSSCG00000051767",3,1,0,0,2,1,78,319,60,47
"ENSSSCG00000051775",1,0,0,0,0,0,0,0,0,1
"ENSSSCG00000051789",1,1,1,0,1,1,0,0,0,1
"ENSSSCG00000051791",1,9,6,3,7,4,11,26,29,26
"ENSSSCG00000051794",4,5,6,5,7,1,55,29,100,109
"ENSSSCG00000051798",0,0,0,0,1,1,0,0,0,0
"ENSSSCG00000051802",0,0,0,0,1,0,0,0,0,0
"ENSSSCG00000051818",0,0,0,1,0,0,0,0,0,0
"ENSSSCG00000051819",10,8,10,8,15,11,283,103,360,323
"ENSSSCG00000051822",0,1,2,1,0,0,0,0,0,0
"ENSSSCG00000051826",0,1,0,0,0,1,0,0,0,0
"ENSSSCG00000051830",4,3,13,9,19,7,16,35,20,18
"ENSSSCG00000051834",2,5,3,3,2,2,29,8,31,30
"ENSSSCG00000051836",1,3,5,1,2,4,0,1,0,0
"ENSSSCG00000051837",2,3,9,6,6,5,70,4,72,67
"ENSSSCG00000051838",1,2,5,3,17,3,18,38,73,64
"ENSSSCG00000051839",0,1,0,1,0,0,0,0,0,0
"ENSSSCG00000051840",1,2,0,2,6,2,12,8,22,29
"ENSSSCG00000051841",0,2,1,1,0,0,210,340,240,107
"ENSSSCG00000051849",1,19,8,14,21,17,18,21,67,32
"ENSSSCG00000051852",6,14,17,14,38,17,132,101,274,280
"ENSSSCG00000051873",2,2,1,4,2,2,25,3,59,21
"ENSSSCG00000051883",11,17,14,21,26,21,264,265,396,406
"ENSSSCG00000051892",6,7,5,3,12,9,71,53,103,170
"ENSSSCG00000051897",0,2,1,2,28,1,22,46,107,141
"ENSSSCG00000051899",89,138,109,155,314,128,7389,6793,16435,16340
"ENSSSCG00000051904",1,0,0,0,0,0,0,0,0,0
"ENSSSCG00000051912",0,0,2,2,2,1,0,0,0,0
"ENSSSCG00000051926",0,0,1,0,1,0,0,0,0,0
"ENSSSCG00000051929",36,49,67,51,90,51,449,333,813,1115
"ENSSSCG00000051937",0,0,0,0,0,0,0,0,1,0
"ENSSSCG00000051954",21,24,20,28,38,31,113,223,410,417
"ENSSSCG00000051958",4,5,0,4,5,2,0,0,3,3
"ENSSSCG00000051964",0,1,3,1,2,3,0,0,2,2
"ENSSSCG00000051969",1,6,11,3,7,9,1,0,6,10
"ENSSSCG00000051990",1,2,0,0,1,1,0,0,1,0
"ENSSSCG00000051998",0,0,1,0,0,0,0,0,0,0
"ENSSSCG00000052003",4,10,6,1,7,4,11,2,31,31
"ENSSSCG00000052032",0,0,0,1,0,3,1,0,0,0
"ENSSSCG00000052041",3,3,0,4,6,2,0,0,0,0
"ENSSSCG00000052048",1,0,1,2,4,1,0,6,1,0
"ENSSSCG00000052051",0,1,0,0,0,0,0,0,0,0
"ENSSSCG00000052062",0,1,3,2,1,1,3,2,17,41
"ENSSSCG00000052095",0,0,1,0,0,0,2,0,0,0
"ENSSSCG00000052107",8,2,5,2,7,6,36,67,84,77
"ENSSSCG00000052111",1,4,4,0,0,2,93,56,196,223
"ENSSSCG00000052117",3,3,0,3,0,1,5,1,23,7
"ENSSSCG00000052122",2,1,1,1,5,1,0,1,0,0
"ENSSSCG00000052127",96,236,246,244,386,255,1144,1088,2211,3524
"ENSSSCG00000052129",1,1,3,4,0,0,0,0,0,0
"ENSSSCG00000052135",0,0,1,1,0,2,2,2,22,187
"ENSSSCG00000052141",0,1,0,0,1,0,0,0,0,0
"ENSSSCG00000052142",1,7,13,12,17,11,102,30,169,200
"ENSSSCG00000052145",0,0,0,0,0,1,0,0,0,0
"ENSSSCG00000052155",0,1,0,0,0,0,0,0,0,0
"ENSSSCG00000052160",0,0,1,0,0,0,0,0,0,0
"ENSSSCG00000052192",0,0,0,0,0,0,0,0,0,1
"ENSSSCG00000052201",0,0,0,0,1,0,0,0,0,0
"ENSSSCG00000052203",3,6,2,5,1,3,2,0,7,15
"ENSSSCG00000052227",1,2,4,0,10,0,52,5,71,70
"ENSSSCG00000052230",0,0,0,0,0,0,0,0,0,1
"ENSSSCG00000052231",0,0,1,0,2,0,0,0,0,2
"ENSSSCG00000052263",8,5,6,8,14,12,59,63,79,119
"ENSSSCG00000052277",0,0,0,0,0,0,0,0,0,2
"ENSSSCG00000052280",10,11,10,11,63,17,635,483,772,873
"ENSSSCG00000052289",4,5,12,10,13,13,38,15,77,125
"ENSSSCG00000052301",0,2,3,1,4,2,0,0,0,2
"ENSSSCG00000052303",5,6,4,4,8,0,62,37,228,236
"ENSSSCG00000052306",0,2,2,0,1,2,0,1,3,8
"ENSSSCG00000052347",0,0,0,0,3,0,0,0,0,0
"ENSSSCG00000052349",0,2,0,3,3,0,2,0,4,17
"ENSSSCG00000052353",0,1,0,0,0,0,0,0,0,0
"ENSSSCG00000052357",30,69,92,121,134,108,831,812,1607,1523
"ENSSSCG00000052376",0,0,0,0,2,1,0,0,0,0
"ENSSSCG00000052377",0,0,0,0,0,0,0,0,0,1
"ENSSSCG00000052379",2,7,3,2,1,2,0,0,0,0
"ENSSSCG00000052381",0,0,0,0,0,0,1,1,0,0
"ENSSSCG00000052391",3,3,16,9,17,11,71,35,215,235
"ENSSSCG00000052393",3,13,8,8,7,4,16,33,50,107
"ENSSSCG00000052399",0,2,0,0,0,0,0,0,0,1
"ENSSSCG00000052423",5,4,6,4,4,8,7,0,9,1
"ENSSSCG00000052425",0,0,0,0,0,1,0,0,2,1
"ENSSSCG00000052427",1,0,3,2,2,1,1,0,1,1
"ENSSSCG00000052432",302,254,282,205,230,223,3923,4715,14559,15268
"ENSSSCG00000052434",0,2,5,1,2,3,19,15,27,46
"ENSSSCG00000052435",17,19,22,23,36,26,2,1,9,9
"ENSSSCG00000052449",0,2,0,0,1,0,0,0,0,0
"ENSSSCG00000052472",0,3,2,1,3,0,6,5,5,18
"ENSSSCG00000052474",0,0,0,0,0,0,1,0,1,0
"ENSSSCG00000052494",7,13,3,12,5,12,18,1,15,26
"ENSSSCG00000052498",0,1,2,0,0,0,0,0,0,1
"ENSSSCG00000052504",8,13,8,13,20,10,75,73,95,142
"ENSSSCG00000052517",0,0,0,1,0,1,0,0,7,5
"ENSSSCG00000052518",0,0,2,1,0,0,0,0,0,0
"ENSSSCG00000052537",0,0,0,0,0,0,0,0,0,11
"ENSSSCG00000052538",0,0,0,0,1,0,0,0,0,0
"ENSSSCG00000052552",2,0,0,0,0,0,9,139,114,190
"ENSSSCG00000052565",0,3,0,0,0,0,0,0,1,0
"ENSSSCG00000052569",2,0,0,0,1,0,0,0,0,0
"ENSSSCG00000052581",0,0,0,0,4,1,4,8,11,6
"ENSSSCG00000052586",6,6,13,9,12,5,13,0,52,149
"ENSSSCG00000052597",1,0,1,0,0,1,0,0,0,0
"ENSSSCG00000052599",1,1,2,0,1,1,6,0,0,1
"ENSSSCG00000052601",1,1,7,3,4,6,0,0,0,0
"ENSSSCG00000052603",0,6,0,1,1,0,0,18,11,9
"ENSSSCG00000052605",0,1,0,0,0,0,0,0,0,0
"ENSSSCG00000052612",1,2,0,3,0,0,1,0,0,0
"ENSSSCG00000052616",0,0,0,0,0,1,0,0,7,1
"ENSSSCG00000052645",1,0,0,4,1,0,0,2,4,90
"ENSSSCG00000052660",0,0,1,0,1,1,1,0,11,10
"ENSSSCG00000052671",228,553,609,558,1133,488,7655,8509,13452,11912
"ENSSSCG00000052675",0,0,2,1,2,1,0,1,3,2
"ENSSSCG00000052676",1,0,0,0,0,0,0,0,2,3
"ENSSSCG00000052695",0,4,3,7,3,1,0,0,0,0
"ENSSSCG00000052696",0,0,0,0,0,1,0,0,0,0
"ENSSSCG00000052704",2,8,10,2,3,9,1,0,5,20
"ENSSSCG00000052705",0,0,0,0,0,0,6,0,0,1
"ENSSSCG00000052718",2,7,3,1,4,3,71,57,88,114
"ENSSSCG00000052719",1,0,1,0,0,0,0,0,0,0
"ENSSSCG00000052755",0,0,0,1,0,1,0,0,0,1
"ENSSSCG00000052759",1,1,7,4,2,4,0,0,0,0
"ENSSSCG00000052768",0,1,2,1,1,6,0,0,6,0
"ENSSSCG00000052770",0,2,0,0,0,0,0,0,0,0
"ENSSSCG00000052778",3,1,0,5,1,1,4,5,1,0
"ENSSSCG00000052779",13,52,35,31,48,47,0,0,0,0
"ENSSSCG00000052785",7,25,18,10,16,20,15,5,49,55
"ENSSSCG00000052786",1,1,1,0,0,1,1,0,4,5
"ENSSSCG00000052798",0,0,0,1,0,0,0,0,0,0
"ENSSSCG00000052802",0,1,1,0,3,2,0,0,0,0
"ENSSSCG00000052810",0,1,0,2,0,1,1,0,3,6
"ENSSSCG00000052814",4,21,9,19,20,13,51,18,98,121
"ENSSSCG00000052821",2,3,3,3,4,1,0,0,1,0
"ENSSSCG00000052833",6,12,17,5,7,6,38,9,54,53
"ENSSSCG00000052834",0,0,0,0,0,0,6,2,15,4
"ENSSSCG00000052847",2,2,5,6,7,6,14,2,8,16
"ENSSSCG00000052889",11,13,26,10,19,21,90,14,182,214
"ENSSSCG00000052901",0,5,4,1,4,4,0,0,0,0
"ENSSSCG00000052903",4,7,9,5,5,2,0,0,0,2
"ENSSSCG00000052907",0,0,0,0,0,0,4,7,0,2
"ENSSSCG00000052909",1,3,1,4,3,7,0,1,4,0
"ENSSSCG00000052916",0,0,0,0,1,0,0,0,0,0
"ENSSSCG00000052919",1,8,8,4,23,6,76,76,116,158
"ENSSSCG00000052932",1,0,1,2,1,2,0,0,0,0
"ENSSSCG00000052939",0,2,6,3,0,0,0,0,0,0
"ENSSSCG00000052941",2,0,2,1,1,2,1,0,0,0
"ENSSSCG00000052944",0,2,1,2,0,0,0,1,3,1
"ENSSSCG00000052947",0,0,0,0,6,0,0,2,0,0
"ENSSSCG00000052950",0,0,0,0,0,0,0,0,1,2
"ENSSSCG00000052963",307,294,298,393,567,421,429,381,1680,1648
"ENSSSCG00000052971",0,0,0,0,0,0,1,0,1,1
"ENSSSCG00000052986",1,1,0,0,0,0,0,0,1,2
"ENSSSCG00000052991",2,6,12,10,19,6,82,110,157,201
"ENSSSCG00000053021",0,2,4,8,10,7,0,0,0,0
"ENSSSCG00000053029",8,14,14,4,12,14,48,3,111,129
"ENSSSCG00000053030",0,0,0,0,0,3,0,0,0,0
"ENSSSCG00000053039",2,1,3,2,5,3,85,71,157,149
"ENSSSCG00000053072",13,8,6,18,6,9,0,0,0,0
"ENSSSCG00000053073",1,4,6,3,2,5,1,0,0,0
"ENSSSCG00000053078",9,8,18,14,28,12,29,16,209,102
"ENSSSCG00000053080",8,12,7,8,23,10,107,107,215,201
"ENSSSCG00000053091",0,0,1,0,0,0,2,0,1,0
"ENSSSCG00000053113",0,0,1,0,0,1,0,0,0,0
"ENSSSCG00000053118",0,0,0,0,0,0,23,0,0,2
"ENSSSCG00000053121",0,0,0,0,0,0,1,0,0,0
"ENSSSCG00000053122",1,2,0,1,0,0,7,0,3,9
"ENSSSCG00000053123",0,0,0,0,1,0,0,0,0,0
"ENSSSCG00000053126",0,0,2,0,0,1,0,0,2,9
"ENSSSCG00000053131",0,0,2,0,2,3,5,17,26,45
"ENSSSCG00000053136",1,6,5,5,8,1,58,64,104,113
"ENSSSCG00000053139",43,66,67,57,70,88,18,34,4,20
"ENSSSCG00000053143",0,2,1,1,0,1,0,0,0,0
"ENSSSCG00000053148",0,1,0,0,0,0,0,0,0,0
"ENSSSCG00000053150",1,1,6,1,2,7,12,4,5,8
"ENSSSCG00000053153",0,0,1,0,0,0,0,0,0,0
"ENSSSCG00000053158",0,1,0,0,0,0,0,0,0,1
"ENSSSCG00000053162",0,0,1,0,0,0,0,0,0,0
"ENSSSCG00000053171",2,8,7,2,4,3,98,7,126,223
"ENSSSCG00000053180",2,0,2,2,5,1,20,9,45,39
"ENSSSCG00000053185",3,2,8,4,16,4,182,124,190,239
"ENSSSCG00000053209",4,4,3,6,7,4,66,91,2,15
"ENSSSCG00000053215",0,0,0,0,1,0,0,0,2,0
"ENSSSCG00000053218",0,0,0,0,0,0,1,0,0,0
"ENSSSCG00000053239",0,0,0,0,1,0,0,0,0,0
"ENSSSCG00000053249",0,0,0,0,1,0,0,1,0,2
"ENSSSCG00000053251",5,10,13,13,9,8,4,39,10,0
"ENSSSCG00000053258",0,0,0,0,0,0,0,0,0,1
"ENSSSCG00000053262",0,1,1,0,0,0,0,0,0,0
"ENSSSCG00000053280",26,28,31,38,44,34,6,47,12,15
"ENSSSCG00000053283",0,1,1,2,6,3,7,9,12,14
"ENSSSCG00000053285",5,3,1,5,13,5,4,10,0,5
"ENSSSCG00000053292",62,138,143,114,230,117,3113,3763,5892,5723
"ENSSSCG00000053306",5,8,16,8,20,16,131,26,108,219
