"","H2","H3","H6","H7","H8","W1","W10","W6","W7","W9"
"PTGER3_ENSSSCG00000003788_ENSSSCT00000004191_155_1436_1519",0,1,1,2,2,2,10,0,19,29
"PTGER4_ENSSSCG00000024439_ENSSSCT00000030022_603_2070_4544",46,28,59,30,39,49,281,163,626,1073
"PTGES2_ENSSSCG00000022655_ENSSSCT00000006195_19_1135_3976",1,6,8,9,35,8,29,69,95,85
"PTGES3L_ENSSSCG00000035199_ENSSSCT00000044800_34_499_1410",10,24,5,19,26,13,170,117,119,83
"PTGES3_ENSSSCG00000000406_ENSSSCT00000000439_181_661_1725",13,20,17,19,74,43,422,217,535,627
"PTGES_ENSSSCG00000005688_ENSSSCT00000006255_72_531_1135",0,0,0,1,9,1,0,0,0,0
"PTGFR_ENSSSCG00000039548_ENSSSCT00000065205_578_1664_5303",0,0,0,0,0,0,0,0,0,3
"PTGIR_ENSSSCG00000026602_ENSSSCT00000026559_199_1351_3650",5,0,3,3,1,1,6,1,18,25
"PTGIS_ENSSSCG00000007463_ENSSSCT00000008167_79_1555_5238",0,0,1,0,0,0,0,1,1,1
"PTGR1_ENSSSCG00000021386_ENSSSCT00000043252_864_1851_1994",8,5,12,2,16,8,56,50,107,100
"PTGR2_ENSSSCG00000002351_ENSSSCT00000056698_235_1288_1659",207,0,239,340,1190,0,1,1,1,1
"PTGR3_ENSSSCG00000032488_ENSSSCT00000061684_85_1216_4103",7,7,19,10,18,10,71,47,156,151
"PTGS1_ENSSSCG00000005533_ENSSSCT00000053729_65_1865_3484",0,5,4,0,5,1,7,21,7,9
"PTGS2_ENSSSCG00000015579_ENSSSCT00000033304_138_1950_3780",6,6,3,15,9,13,0,49,331,127
"PTH1R_ENSSSCG00000011326_ENSSSCT00000063729_263_2054_2179",1,5,1,14,10,7,16,14,51,202
"PTH2R_ENSSSCG00000016148_ENSSSCT00000017581_282_1932_2936",3,2,0,3,7,1,0,0,0,0
"PTH2_ENSSSCG00000003171_ENSSSCT00000003521_475_769_812",0,2,2,0,1,1,0,1,0,0
"PTHLH_ENSSSCG00000036893_ENSSSCT00000055079_317_848_1311",0,0,0,0,0,2,0,0,0,0
"PTH_ENSSSCG00000013394_ENSSSCT00000014631_96_441_698",0,0,0,0,0,1,0,0,0,1
"PTI_ENSSSCG00000062723_ENSSSCT00000008110_62_353_898",0,0,0,0,0,0,2,10,25,24
"PTK2B_ENSSSCG00000009664_ENSSSCT00000010596_371_3398_4224",45,182,56,122,197,113,666,824,1372,1851
"PTK2_ENSSSCG00000038397_ENSSSCT00000055364_249_3444_4486",14,17,16,12,39,13,58,72,221,216
"PTK6_ENSSSCG00000031474_ENSSSCT00000045083_59_1406_2995",0,0,0,1,60,0,1,0,1,1
"PTK7_ENSSSCG00000001660_ENSSSCT00000001851_222_3507_4355",0,0,1,2,6,2,2,13,5,40
"PTMA_ENSSSCG00000037274_ENSSSCT00000052938_170_698_1055",283,486,324,373,1451,619,6105,2875,8401,9367
"PTN_ENSSSCG00000016522_ENSSSCT00000017990_319_823_1515",0,0,2,0,0,1,0,0,0,7
"PTOV1_ENSSSCG00000003196_ENSSSCT00000003551_172_1417_1606",4,32,20,16,35,14,74,107,140,235
"PTP4A1_ENSSSCG00000025941_ENSSSCT00000058723_806_1325_2607",6,17,17,11,50,23,188,117,331,327
"PTP4A2_ENSSSCG00000039885_ENSSSCT00000063075_199_607_2570",21,23,38,15,20,20,188,66,282,302
"PTP4A3_ENSSSCG00000036569_ENSSSCT00000049592_1102_1621_2221",6,25,17,6,15,14,49,113,202,178
"PTPA_ENSSSCG00000005672_ENSSSCT00000103687_3737_4907_9840",23,15,46,22,82,39,294,270,515,529
"PTPDC1_ENSSSCG00000021704_ENSSSCT00000008856_143_2600_2825",7,4,12,6,6,5,42,11,72,94
"PTPMT1_ENSSSCG00000013226_ENSSSCT00000014446_7_826_1360",1,0,5,5,44,1,6,6,21,28
"PTPN11_ENSSSCG00000030289_ENSSSCT00000089137_167_1946_5857",16,22,41,13,57,39,372,143,573,612
"PTPN12_ENSSSCG00000015411_ENSSSCT00000064875_113_2465_3257",35,16,38,25,78,31,252,106,488,511
"PTPN13_ENSSSCG00000026655_ENSSSCT00000029989_442_7822_8451",3,4,7,2,9,6,29,21,103,104
"PTPN14_ENSSSCG00000015582_ENSSSCT00000016975_411_3969_7116",2,3,0,3,8,1,6,0,1,8
"PTPN18_ENSSSCG00000015735_ENSSSCT00000017135_87_1449_1579",15,12,31,8,38,16,100,132,190,204
"PTPN1_ENSSSCG00000007469_ENSSSCT00000059943_145_1417_4660",28,71,24,75,98,72,551,362,1077,1190
"PTPN21_ENSSSCG00000002425_ENSSSCT00000002694_275_3716_7285",0,1,0,2,4,6,0,75,1,84
"PTPN22_ENSSSCG00000006764_ENSSSCT00000059891_328_2728_3784",3,32,20,17,31,25,171,72,368,450
"PTPN23_ENSSSCG00000032957_ENSSSCT00000062734_96_5133_5494",10,66,61,36,66,48,259,234,659,881
"PTPN2_ENSSSCG00000021738_ENSSSCT00000037105_0_1341_5034",4,29,42,28,36,31,259,149,463,506
"PTPN3_ENSSSCG00000005449_ENSSSCT00000065354_115_2716_6248",0,1,3,1,8,2,4,1,32,21
"PTPN4_ENSSSCG00000015743_ENSSSCT00000017143_412_3190_8800",2,12,15,7,11,16,101,54,198,347
"PTPN5_ENSSSCG00000013358_ENSSSCT00000057185_493_2110_3172",2,1,4,1,0,1,0,0,0,0
"PTPN6_ENSSSCG00000025537_ENSSSCT00000054519_158_1949_2148",202,266,211,98,408,176,1060,1161,2460,2783
"PTPN7_ENSSSCG00000037669_ENSSSCT00000045897_1547_2564_3963",29,40,88,26,50,55,309,326,667,995
"PTPN9_ENSSSCG00000001878_ENSSSCT00000002103_501_2280_4763",9,7,17,19,43,13,71,92,179,198
"PTPRA_ENSSSCG00000007166_ENSSSCT00000038766_161_2588_3146",18,25,28,25,87,37,289,171,564,624
"PTPRB_ENSSSCG00000000504_ENSSSCT00000044060_22_6661_8661",1,1,3,3,0,1,0,0,6,36
"PTPRCAP_ENSSSCG00000012909_ENSSSCT00000014112_62_686_924",85,137,119,59,93,81,488,694,957,1256
"PTPRC_ENSSSCG00000010908_ENSSSCT00000011934_0_2844_3687",236,660,1260,608,875,783,5651,2030,13321,13617
"PTPRD_ENSSSCG00000005194_ENSSSCT00000072428_356_6140_6281",1,0,0,0,1,0,1,0,0,1
"PTPRE_ENSSSCG00000010755_ENSSSCT00000078050_36_2259_3925",53,26,33,29,51,43,325,169,607,725
"PTPRF_ENSSSCG00000035849_ENSSSCT00000044557_305_6029_6660",3,7,12,7,42,6,14,43,28,131
"PTPRG_ENSSSCG00000011485_ENSSSCT00000012568_0_4356_8180",0,4,2,4,11,3,4,8,9,79
"PTPRH_ENSSSCG00000024567_ENSSSCT00000082624_0_3369_4107",0,1,0,0,4,0,0,0,0,0
"PTPRJ_ENSSSCG00000023709_ENSSSCT00000055946_11_3716_6261",68,180,80,59,133,65,602,351,1009,763
"PTPRK_ENSSSCG00000004209_ENSSSCT00000062128_0_4662_4812",0,7,7,3,6,5,16,13,62,86
"PTPRM_ENSSSCG00000028805_ENSSSCT00000037116_379_4609_5302",1,0,1,1,0,0,0,0,0,1
"PTPRN2_ENSSSCG00000026661_ENSSSCT00000064679_36_3132_3856",0,2,0,0,1,2,6,0,6,22
"PTPRN_ENSSSCG00000016218_ENSSSCT00000017659_32_2966_3564",1,5,1,2,3,4,15,65,28,19
"PTPRO_ENSSSCG00000000601_ENSSSCT00000000646_166_3808_5092",13,1,4,1,4,3,3,17,34,42
"PTPRQ_ENSSSCG00000031716_ENSSSCT00000039234_130_7027_7888",2,1,6,2,8,3,46,7,27,32
"PTPRR_ENSSSCG00000025969_ENSSSCT00000032079_141_2100_3166",1,0,0,1,1,1,0,0,9,34
"PTPRS_ENSSSCG00000028612_ENSSSCT00000031816_232_6070_6595",1,2,1,4,5,4,9,0,43,80
"PTPRT_ENSSSCG00000038990_ENSSSCT00000081693_219_4572_8710",1,0,1,2,0,0,0,0,0,0
"PTPRU_ENSSSCG00000003590_ENSSSCT00000056743_130_4468_5625",0,186,136,1,447,0,1,1,1,1
"PTPRZ1_ENSSSCG00000016614_ENSSSCT00000046236_0_6915_8022",2,1,1,1,2,1,0,0,0,1
"PTRH1_ENSSSCG00000005615_ENSSSCT00000006175_26_668_970",1,0,1,0,36,0,1,0,1,1
"PTRH2_ENSSSCG00000017667_ENSSSCT00000019231_234_771_856",0,0,0,4,8,1,8,2,24,19
"PTS_ENSSSCG00000015040_ENSSSCT00000016406_77_515_1657",6,20,15,19,60,10,101,54,145,119
"PTX3_ENSSSCG00000011727_ENSSSCT00000012837_130_1276_1887",0,0,1,0,0,0,0,0,1,1
"PTX4_ENSSSCG00000037262_ENSSSCT00000041192_3461_5051_5054",4,7,10,3,4,4,14,8,57,54
"PUF60_ENSSSCG00000038800_ENSSSCT00000069398_3335_5126_5253",50,58,68,46,216,105,757,839,1358,1398
"PUM1_ENSSSCG00000003591_ENSSSCT00000064370_93_3660_4473",18,75,124,71,79,78,485,291,1169,1378
"PUM2_ENSSSCG00000008600_ENSSSCT00000043465_1407_4590_7474",17,65,109,58,71,59,495,199,927,927
"PUM3_ENSSSCG00000005227_ENSSSCT00000005761_68_2012_3556",4,21,28,11,44,17,166,38,263,256
"PURA_ENSSSCG00000050498_ENSSSCT00000079617_199_1645_1648",8,9,12,8,19,3,17,14,39,43
"PURB_ENSSSCG00000032464_ENSSSCT00000041746_0_924_927",4,16,11,7,21,10,79,48,152,151
"PURG_ENSSSCG00000038933_ENSSSCT00000037526_0_1611_5745",2,2,2,2,1,1,10,9,11,11
"PUS10_ENSSSCG00000008385_ENSSSCT00000009182_119_1454_1457",6,8,5,2,14,6,60,7,89,87
"PUS1_ENSSSCG00000009741_ENSSSCT00000059874_180_1479_1757",10,20,39,33,17,16,130,92,226,227
"PUS3_ENSSSCG00000015222_ENSSSCT00000016588_171_1608_1817",6,0,9,5,10,5,39,2,51,95
"PUS7L_ENSSSCG00000000800_ENSSSCT00000065568_49_2155_2182",3,4,13,4,6,8,58,13,144,129
"PUS7_ENSSSCG00000015428_ENSSSCT00000016808_244_2191_3431",9,9,7,3,19,14,133,38,215,196
"PUSL1_ENSSSCG00000003338_ENSSSCT00000077932_72_1026_1672",3,3,3,1,4,3,17,19,27,42
"PVALB_ENSSSCG00000000138_ENSSSCT00000063832_115_538_725",1,0,0,0,0,0,0,0,0,0
"PVRIG_ENSSSCG00000007656_ENSSSCT00000008396_382_1303_1588",8,13,33,11,32,29,191,227,371,474
"PWP1_ENSSSCG00000000161_ENSSSCT00000000170_123_1620_3338",4,16,12,21,43,18,152,112,247,234
"PWP2_ENSSSCG00000029627_ENSSSCT00000074987_46_2800_5394",9,50,39,19,53,26,163,182,362,416
"PWWP2A_ENSSSCG00000017038_ENSSSCT00000060022_55_2314_3318",1,12,10,11,21,14,93,35,174,278
"PWWP2B_ENSSSCG00000023681_ENSSSCT00000022988_30_1722_2385",6,6,8,6,12,5,11,20,89,66
"PWWP3A_ENSSSCG00000013426_ENSSSCT00000014670_239_2132_3486",17,66,55,39,35,38,298,234,543,559
"PWWP3B_ENSSSCG00000012548_ENSSSCT00000013720_2555_4631_6344",1,2,1,2,1,2,1,0,0,0
"PXDC1_ENSSSCG00000025582_ENSSSCT00000077052_175_1126_1677",9,11,17,16,53,10,84,72,115,123
"PXDN_ENSSSCG00000029570_ENSSSCT00000022979_146_4733_6629",5,4,3,2,1,6,29,17,87,92
"PXK_ENSSSCG00000011474_ENSSSCT00000057307_496_2227_3280",23,25,21,20,84,31,253,152,463,479
"PXMP2_ENSSSCG00000045726_ENSSSCT00000063852_150_861_1540",0,0,4,2,2,3,16,20,21,19
"PXN_ENSSSCG00000040546_ENSSSCT00000089030_108_3312_5073",45,19,14,36,70,25,61,82,403,522
"PXT1_ENSSSCG00000036420_ENSSSCT00000037507_0_399_970",0,0,0,0,0,0,0,0,0,0
"PXYLP1_ENSSSCG00000011670_ENSSSCT00000040346_395_1832_3278",4,1,6,1,7,1,1,4,17,21
"PYCARD_ENSSSCG00000040811_ENSSSCT00000054028_71_659_758",25,17,16,7,23,12,61,69,202,135
"PYCR1_ENSSSCG00000034723_ENSSSCT00000067455_240_1395_2077",0,1,9,1,43,4,15,30,42,32
"PYCR2_ENSSSCG00000010855_ENSSSCT00000011877_175_1180_5341",6,9,13,10,27,8,60,40,116,122
"PYCR3_ENSSSCG00000032763_ENSSSCT00000064066_103_934_1241",1,19,7,9,43,6,31,38,90,74
"PYGB_ENSSSCG00000022815_ENSSSCT00000067482_1213_3757_5079",35,134,65,57,70,62,597,400,882,689
"PYGL_ENSSSCG00000005024_ENSSSCT00000048615_157_2719_5213",128,230,82,99,281,139,1146,1111,1736,1686
"PYGM_ENSSSCG00000013022_ENSSSCT00000083511_76_2704_2979",1,18,8,4,5,7,27,31,82,83
"PYGO1_ENSSSCG00000004607_ENSSSCT00000005088_642_1899_4947",0,0,0,0,0,0,0,9,0,5
"PYM1_ENSSSCG00000040825_ENSSSCT00000052685_199_997_2200",3,24,18,14,33,5,43,34,78,75
"PYROXD1_ENSSSCG00000000583_ENSSSCT00000000627_102_1575_3600",3,5,19,6,10,7,55,16,83,110
"PYROXD2_ENSSSCG00000010533_ENSSSCT00000011523_63_1809_2784",1,1,1,0,0,0,0,1,1,1
"QARS1_ENSSSCG00000032031_ENSSSCT00000059994_38_2363_2445",78,54,130,106,171,91,728,719,1189,1245
"QDPR_ENSSSCG00000034811_ENSSSCT00000070258_135_864_1474",8,19,24,19,58,13,108,83,174,189
"QKI_ENSSSCG00000004029_ENSSSCT00000056118_151_1123_6948",39,28,29,19,30,26,201,57,474,377
"QNG1_ENSSSCG00000034203_ENSSSCT00000077729_239_1262_1774",1,10,4,7,1,7,40,7,87,139
"QPCTL_ENSSSCG00000032819_ENSSSCT00000049319_20_1169_4073",4,4,5,5,20,4,18,26,40,57
"QPCT_ENSSSCG00000008491_ENSSSCT00000009293_70_1153_4082",666,0,0,0,2346,0,1,1,1,1
"QPRT_ENSSSCG00000027454_ENSSSCT00000028901_53_950_1476",0,0,0,1,3,0,0,0,0,0
"QRFPR_ENSSSCG00000009098_ENSSSCT00000009964_11_1304_5204",0,0,0,0,0,0,0,0,0,0
"QRFP_ENSSSCG00000005705_ENSSSCT00000006274_0_402_405",0,1,0,0,0,0,0,0,0,0
"QRICH2_ENSSSCG00000021342_ENSSSCT00000028558_0_5469_5472",0,0,0,1,0,0,0,0,1,1
"QRSL1_ENSSSCG00000004374_ENSSSCT00000041310_118_1702_1705",7,6,15,11,39,9,88,44,117,112
"QSER1_ENSSSCG00000013314_ENSSSCT00000061207_55_5623_8218",4,21,18,8,14,10,81,37,148,164
"QSOX1_ENSSSCG00000015535_ENSSSCT00000070443_81_2307_2841",0,11,5,12,18,21,278,58,283,192
"QSOX2_ENSSSCG00000040163_ENSSSCT00000045269_31_2125_2128",17,50,54,17,54,26,205,117,418,359
"QTRT1_ENSSSCG00000013637_ENSSSCT00000014892_22_1231_1298",2,9,4,4,3,6,50,58,32,69
"QTRT2_ENSSSCG00000011912_ENSSSCT00000060467_134_1580_2685",1,7,13,9,14,5,39,15,67,77
"R3HDM1_ENSSSCG00000015692_ENSSSCT00000065524_423_3678_4717",16,38,62,35,50,39,311,251,571,573
"R3HDM2_ENSSSCG00000026498_ENSSSCT00000055158_116_3353_4044",20,58,50,19,79,45,324,220,686,706
"R3HDM4_ENSSSCG00000013419_ENSSSCT00000014663_166_991_1856",12,31,21,14,73,19,115,151,225,274
"R3HDML_ENSSSCG00000007370_ENSSSCT00000008066_136_892_1896",0,0,0,0,0,0,0,0,0,0
"RAB10_ENSSSCG00000008573_ENSSSCT00000066649_547_1150_1153",33,38,11,35,51,29,188,121,444,504
"RAB11A_ENSSSCG00000032312_ENSSSCT00000060675_82_730_4156",13,43,28,31,125,33,261,218,431,420
"RAB11FIP2_ENSSSCG00000010672_ENSSSCT00000048560_21_1557_4743",1,6,7,8,4,4,32,0,37,72
"RAB11FIP3_ENSSSCG00000035854_ENSSSCT00000060055_0_2706_3912",9,18,5,9,14,7,40,36,104,123
"RAB11FIP4_ENSSSCG00000017747_ENSSSCT00000056850_43_1960_2092",12,4,14,7,17,9,94,62,105,109
"RAB11FIP5_ENSSSCG00000022162_ENSSSCT00000073032_202_4375_6369",12,17,7,5,25,13,87,62,162,220
"RAB12_ENSSSCG00000038026_ENSSSCT00000066426_0_996_2083",4,9,6,22,28,12,85,71,160,164
"RAB13_ENSSSCG00000006564_ENSSSCT00000007191_10_619_2771",0,1,2,3,10,1,1,0,0,27
"RAB14_ENSSSCG00000005514_ENSSSCT00000050463_243_834_2128",11,15,18,16,19,21,182,62,336,333
"RAB15_ENSSSCG00000002280_ENSSSCT00000106153_372_1008_3508",0,0,39,1,48,0,0,0,1,1
"RAB17_ENSSSCG00000016328_ENSSSCT00000039314_1341_1992_2654",0,1,0,0,2,1,0,0,0,0
"RAB18_ENSSSCG00000028655_ENSSSCT00000024844_23_641_4684",9,13,15,12,14,12,119,43,180,201
"RAB19_ENSSSCG00000038693_ENSSSCT00000090444_98_836_1818",1,7,7,9,10,4,19,28,37,63
"RAB1A_ENSSSCG00000008359_ENSSSCT00000059098_0_651_2185",20,9,17,7,27,16,149,49,200,286
"RAB1B_ENSSSCG00000057023_ENSSSCT00000100082_0_1050_1659",13,7,18,26,42,21,140,145,301,320
"RAB20_ENSSSCG00000022719_ENSSSCT00000026731_299_998_1427",14,11,4,5,12,6,14,23,83,90
"RAB21_ENSSSCG00000059025_ENSSSCT00000056108_73_739_2836",5,33,17,28,50,20,178,53,305,305
"RAB22A_ENSSSCG00000007513_ENSSSCT00000068502_199_967_8215",1,13,16,16,14,14,96,77,192,196
"RAB23_ENSSSCG00000029539_ENSSSCT00000055828_292_910_4260",6,4,4,3,6,5,58,1,55,56
"RAB25_ENSSSCG00000039186_ENSSSCT00000037225_249_888_1127",0,0,1,0,0,1,9,0,0,0
"RAB26_ENSSSCG00000033691_ENSSSCT00000060341_196_964_1621",0,0,0,1,0,0,0,0,1,0
"RAB27A_ENSSSCG00000004612_ENSSSCT00000038357_461_1124_3774",5,24,31,25,16,32,289,180,403,421
"RAB27B_ENSSSCG00000035243_ENSSSCT00000039097_147_888_5357",1,6,4,3,3,4,55,20,21,22
"RAB28_ENSSSCG00000022358_ENSSSCT00000024451_209_965_2341",3,13,11,9,6,10,98,35,134,136
"RAB29_ENSSSCG00000026269_ENSSSCT00000028022_5_668_2674",0,3,9,6,8,6,50,30,70,91
"RAB2A_ENSSSCG00000006232_ENSSSCT00000006829_299_977_2118",7,28,50,17,80,22,181,88,304,322
"RAB2B_ENSSSCG00000029544_ENSSSCT00000086920_724_1402_1405",0,9,4,4,11,9,45,44,130,128
"RAB30_ENSSSCG00000014900_ENSSSCT00000036962_217_826_1723",0,248,1,202,520,0,1,1,1,1
"RAB31_ENSSSCG00000037264_ENSSSCT00000082358_100_685_3886",42,23,23,18,37,17,104,80,329,213
"RAB32_ENSSSCG00000052303_ENSSSCT00000004552_223_901_1934",286,701,1,581,741,0,1,1,1,1
"RAB33A_ENSSSCG00000012658_ENSSSCT00000013839_501_1212_1346",24,0,0,0,1,0,0,0,1,1
"RAB33B_ENSSSCG00000020711_ENSSSCT00000023933_449_1136_3515",175,145,148,268,0,0,1,1,1,1
"RAB34_ENSSSCG00000017769_ENSSSCT00000078636_314_1094_1440",2,2,1,2,8,2,0,0,1,33
"RAB35_ENSSSCG00000033876_ENSSSCT00000078379_0_699_1428",14,6,15,21,17,19,151,122,257,298
"RAB36_ENSSSCG00000056696_ENSSSCT00000093680_75_873_5122",0,0,0,0,12,0,0,0,0,0
"RAB37_ENSSSCG00000017233_ENSSSCT00000089386_28_931_1777",7,25,61,56,75,33,194,239,425,454
"RAB38_ENSSSCG00000033878_ENSSSCT00000052981_35_668_1444",1,9,4,2,2,4,12,66,21,10
"RAB39A_ENSSSCG00000031723_ENSSSCT00000062793_1146_1797_2820",1,1,186,0,118,0,1,0,1,1
"RAB39B_ENSSSCG00000024233_ENSSSCT00000022617_203_842_3496",0,0,1,1,1,0,1,1,1,1
"RAB3A_ENSSSCG00000013897_ENSSSCT00000064505_128_890_1557",1,0,3,3,6,2,0,23,15,23
"RAB3B_ENSSSCG00000021036_ENSSSCT00000083685_127_874_4153",0,0,0,0,0,0,0,0,1,0
"RAB3C_ENSSSCG00000031796_ENSSSCT00000068814_0_705_7603",0,0,0,0,1,0,0,0,1,0
"RAB3D_ENSSSCG00000016928_ENSSSCT00000036853_247_901_904",33,37,18,17,32,13,99,142,132,136
"RAB3GAP1_ENSSSCG00000015695_ENSSSCT00000017095_1883_4157_4218",17,11,36,13,38,26,217,85,393,451
"RAB3GAP2_ENSSSCG00000010824_ENSSSCT00000050571_181_4540_7109",37,81,70,100,122,81,630,445,1207,1254
"RAB3IL1_ENSSSCG00000013074_ENSSSCT00000054645_78_1494_2469",0,146,0,271,300,0,1,1,1,1
"RAB3IP_ENSSSCG00000000500_ENSSSCT00000000539_285_1758_2028",4,3,12,6,12,9,74,46,156,121
"RAB40B_ENSSSCG00000053358_ENSSSCT00000084707_172_1192_1749",1,1,1,1,0,0,1,1,1,1
"RAB40C_ENSSSCG00000033792_ENSSSCT00000037401_281_1124_2701",6,9,18,10,30,8,61,46,98,141
"RAB42_ENSSSCG00000030432_ENSSSCT00000031603_36_693_1840",0,1,1,0,0,1,11,0,1,9
"RAB43_ENSSSCG00000037568_ENSSSCT00000049405_80_710_5849",12,5,14,5,12,11,64,52,148,206
"RAB44_ENSSSCG00000001566_ENSSSCT00000001745_133_3064_4005",2,2,0,2,2,2,0,0,16,30
"RAB4A_ENSSSCG00000036039_ENSSSCT00000045441_198_792_2527",0,11,3,6,6,7,71,21,76,59
"RAB4B_ENSSSCG00000002996_ENSSSCT00000080604_0_672_690",6,19,20,17,11,12,93,73,159,183
"RAB5A_ENSSSCG00000037653_ENSSSCT00000045035_418_1063_3652",3,24,16,22,46,16,140,55,269,245
"RAB5B_ENSSSCG00000062039_ENSSSCT00000047589_99_582_612",10,18,9,5,25,22,134,212,238,283
"RAB5C_ENSSSCG00000032467_ENSSSCT00000077590_208_889_1562",19,21,25,19,70,25,184,174,340,376
"RAB5IF_ENSSSCG00000039201_ENSSSCT00000042521_186_573_4907",12,10,4,10,35,19,150,112,233,297
"RAB6A_ENSSSCG00000014828_ENSSSCT00000048524_0_690_2925",1,5,6,3,12,13,75,22,205,220
"RAB6B_ENSSSCG00000036503_ENSSSCT00000070320_354_1116_5375",2,0,0,1,3,0,0,0,0,0
"RAB7A_ENSSSCG00000011615_ENSSSCT00000043009_190_946_2080",29,37,46,59,191,58,425,407,767,787
"RAB7B_ENSSSCG00000036352_ENSSSCT00000042688_448_1048_3641",89,0,108,1,0,0,1,1,1,1
"RAB8A_ENSSSCG00000013848_ENSSSCT00000015126_12_738_3136",11,8,24,39,39,24,200,145,338,380
"RAB8B_ENSSSCG00000026571_ENSSSCT00000094117_104_749_752",8,22,25,31,30,14,121,41,243,210
"RAB9A_ENSSSCG00000012123_ENSSSCT00000035348_1279_1882_2338",4,23,8,24,28,14,97,69,196,225
"RABAC1_ENSSSCG00000003046_ENSSSCT00000067025_154_709_866",10,16,24,16,76,24,173,190,262,321
"RABEP1_ENSSSCG00000017895_ENSSSCT00000048601_259_2869_5617",10,46,64,20,68,28,217,45,433,470
"RABEP2_ENSSSCG00000007806_ENSSSCT00000053235_713_2696_3268",7,56,33,49,80,30,173,199,417,493
"RABEPK_ENSSSCG00000005599_ENSSSCT00000063390_213_1323_1347",2,5,10,4,19,13,76,107,157,179
"RABGAP1L_ENSSSCG00000015499_ENSSSCT00000060873_133_3319_3723",18,96,84,53,64,70,594,208,1065,1100
"RABGAP1_ENSSSCG00000020743_ENSSSCT00000023452_133_3340_4307",8,30,51,27,32,30,324,94,419,458
"RABGEF1_ENSSSCG00000007735_ENSSSCT00000098409_157_1666_3734",1,13,16,10,17,21,170,87,291,330
"RABGGTA_ENSSSCG00000001992_ENSSSCT00000084630_0_1707_2738",5,16,18,18,15,17,110,117,237,267
"RABIF_ENSSSCG00000053080_ENSSSCT00000024951_125_494_2655",7,4,4,3,13,1,15,12,24,26
"RABL3_ENSSSCG00000035258_ENSSSCT00000043074_485_1193_2316",0,0,1,268,837,0,1,1,1,1
"RABL6_ENSSSCG00000005841_ENSSSCT00000038925_199_2089_2551",14,47,67,29,97,50,362,349,702,772
"RAC1_ENSSSCG00000035090_ENSSSCT00000095066_104_734_2222",49,35,26,45,124,71,546,521,1005,871
"RAC2_ENSSSCG00000021944_ENSSSCT00000076559_321_972_1672",89,259,190,103,148,159,1031,1295,1993,2288
"RAC3_ENSSSCG00000036973_ENSSSCT00000053704_126_702_1035",2,1,4,4,10,7,59,31,91,122
"RACGAP1_ENSSSCG00000000217_ENSSSCT00000000233_89_1985_2900",8,8,12,19,69,20,176,96,220,279
"RACK1_ENSSSCG00000029724_ENSSSCT00000022602_422_1373_1419",185,367,541,268,1525,495,3382,3721,6581,6014
"RAD17_ENSSSCG00000016960_ENSSSCT00000039928_252_2385_2855",0,12,15,12,12,4,36,10,42,60
"RAD18_ENSSSCG00000026158_ENSSSCT00000065083_111_1617_2287",1,6,6,4,11,3,36,12,45,41
"RAD1_ENSSSCG00000016826_ENSSSCT00000018321_168_1011_2010",1,0,8,0,10,1,5,3,14,36
"RAD21_ENSSSCG00000006014_ENSSSCT00000006600_249_2142_3824",38,94,171,72,230,117,1168,428,1631,1879
"RAD23A_ENSSSCG00000013747_ENSSSCT00000050773_75_1326_2114",24,58,23,16,57,32,222,180,444,501
"RAD23B_ENSSSCG00000005436_ENSSSCT00000005980_676_1684_2128",16,68,26,29,45,44,379,208,617,699
"RAD50_ENSSSCG00000014280_ENSSSCT00000044716_199_4273_4425",8,38,53,46,46,43,431,155,657,658
"RAD51AP1_ENSSSCG00000000722_ENSSSCT00000062312_155_1166_1843",1,2,2,4,10,8,62,37,96,123
"RAD51AP2_ENSSSCG00000038058_ENSSSCT00000057516_0_3255_4259",0,1,0,2,1,1,1,0,0,0
"RAD51B_ENSSSCG00000028877_ENSSSCT00000087100_93_1188_1191",1,3,10,5,7,3,14,19,29,36
"RAD51C_ENSSSCG00000023955_ENSSSCT00000023145_112_1225_3152",2,6,1,4,3,4,29,22,42,43
"RAD51D_ENSSSCG00000061966_ENSSSCT00000087423_169_1147_6035",4,11,17,8,34,6,52,40,73,106
"RAD51_ENSSSCG00000004766_ENSSSCT00000005265_275_1292_7929",3,3,13,3,10,6,73,29,66,70
"RAD52_ENSSSCG00000000754_ENSSSCT00000042724_216_1434_2311",4,9,6,4,3,6,36,20,76,115
"RAD54B_ENSSSCG00000024290_ENSSSCT00000040934_0_2718_2976",1,1,1,3,5,2,16,10,18,23
"RAD54L2_ENSSSCG00000011425_ENSSSCT00000012505_28_4411_4585",6,42,29,25,36,29,216,180,407,441
"RAD54L_ENSSSCG00000003905_ENSSSCT00000059309_582_2823_6069",10,7,14,3,24,14,74,123,144,169
"RAD9A_ENSSSCG00000012914_ENSSSCT00000014117_93_1269_2155",8,14,7,6,32,15,93,114,175,212
"RAD9B_ENSSSCG00000009824_ENSSSCT00000010767_122_1316_1905",0,0,1,3,1,1,7,5,6,10
"RADIL_ENSSSCG00000007575_ENSSSCT00000008313_338_3530_4945",0,0,1,1,0,0,1,0,0,1
"RADX_ENSSSCG00000012549_ENSSSCT00000013721_183_2754_3932",0,1,0,1,3,1,0,0,0,0
"RAE1_ENSSSCG00000007503_ENSSSCT00000036296_205_1309_2310",6,16,19,7,51,20,122,104,255,320
