Transcript,TE_H,TE_W,log2_fold_change,regulation,ensembl_gene_id,external_gene_name,gene_biotype,description
ENSSSCT00000002539,5.23819342243083,0.839899910373275,-2.6407800133568,down,ENSSSCG00000002281,FNTB,protein_coding,"farnesyltransferase, CAAX box, beta [Source:VGNC Symbol;Acc:VGNC:109191]"
ENSSSCT00000002556,8.30908868308923,0.445815739492782,-4.22017079818139,down,ENSSSCG00000002295,VTI1B,protein_coding,vesicle transport through interaction with t-SNAREs 1B [Source:NCBI gene (formerly Entrezgene);Acc:404692]
ENSSSCT00000002569,2.8375595754814,1.34446791858947,-1.07761535223465,down,ENSSSCG00000002307,ERH,protein_coding,ERH mRNA splicing and mitosis factor [Source:NCBI gene (formerly Entrezgene);Acc:100152505]
ENSSSCT00000002608,1.13831696527523,4.93046237948282,2.11482061591966,up,ENSSSCG00000002344,RIOX1,protein_coding,ribosomal oxygenase 1 [Source:VGNC Symbol;Acc:VGNC:92317]
ENSSSCT00000002616,2.62732715836778,0.750081244784129,-1.8084770838286,down,ENSSSCG00000002352,ZNF410,protein_coding,zinc finger protein 410 [Source:UniProtKB Gene Name;Acc:A0A4X1TJN8]
ENSSSCT00000002618,2.58080929627213,0.506880502657763,-2.34810596399355,down,ENSSSCG00000002354,COQ6,protein_coding,"coenzyme Q6, monooxygenase [Source:VGNC Symbol;Acc:VGNC:86908]"
ENSSSCT00000002621,0.788919392546166,0.465431234259605,-0.761309870425432,down,ENSSSCG00000002357,ALDH6A1,protein_coding,aldehyde dehydrogenase 6 family member A1 [Source:VGNC Symbol;Acc:VGNC:85242]
ENSSSCT00000002630,0.254797364977833,1.05102164966198,2.04437012427041,up,ENSSSCG00000002366,NPC2,protein_coding,NPC intracellular cholesterol transporter 2 [Source:NCBI gene (formerly Entrezgene);Acc:397410]
ENSSSCT00000002636,2.88434413011526,0.953319434362151,-1.5972116897144,down,ENSSSCG00000002372,YLPM1,protein_coding,YLP motif containing 1 [Source:VGNC Symbol;Acc:VGNC:95034]
ENSSSCT00000002646,2.96731614641334,0.232856701201314,-3.67164433783102,down,ENSSSCG00000002379,,protein_coding,acylphosphatase 1 [Source:NCBI gene (formerly Entrezgene);Acc:100155997]
ENSSSCT00000002665,0.780776038904874,0.546175233086465,-0.515544883970781,down,ENSSSCG00000002397,POMT2,protein_coding,protein O-mannosyltransferase 2 [Source:VGNC Symbol;Acc:VGNC:91660]
ENSSSCT00000002675,1.98712507206029,1.18464214498518,-0.74623136275212,down,ENSSSCG00000002406,AHSA1,protein_coding,activator of HSP90 ATPase activity 1 [Source:VGNC Symbol;Acc:VGNC:85194]
ENSSSCT00000002713,3.66835867374656,1.57927337404208,-1.2158737803379,down,ENSSSCG00000002443,TC2N,protein_coding,"tandem C2 domains, nuclear [Source:VGNC Symbol;Acc:VGNC:93808]"
ENSSSCT00000002719,0.189356725848391,2.23705524319511,3.56242231262889,up,ENSSSCG00000002449,NDUFB1,protein_coding,NADH:ubiquinone oxidoreductase subunit B1 [Source:NCBI gene (formerly Entrezgene);Acc:100739619]
ENSSSCT00000002729,0.933745425114477,4.73087814313638,2.34100682617563,up,ENSSSCG00000002458,LYSET,protein_coding,lysosomal enzyme trafficking factor [Source:NCBI gene (formerly Entrezgene);Acc:414384]
ENSSSCT00000002742,7.34775439110272,3.57267322261807,-1.04029944045477,down,ENSSSCG00000002470,DDX24,protein_coding,DEAD-box helicase 24 [Source:VGNC Symbol;Acc:VGNC:87216]
ENSSSCT00000002743,0.0730757553797487,0.348514897716634,2.25375558498898,up,ENSSSCG00000035297,ISG12(A),protein_coding,putative ISG12(a) protein [Source:NCBI gene (formerly Entrezgene);Acc:100153902]
ENSSSCT00000002785,7.06736691607577,1.28985142804564,-2.45396791333823,down,ENSSSCG00000002507,BCL11B,protein_coding,BCL11 transcription factor B [Source:NCBI gene (formerly Entrezgene);Acc:100154158]
ENSSSCT00000002787,1.55627755195836,0.34455551285027203,-2.17529103283196,down,ENSSSCG00000002509,CCNK,protein_coding,cyclin K [Source:VGNC Symbol;Acc:VGNC:86362]
ENSSSCT00000002809,0.204740438951294,0.140849354752708,-0.53964312733073,down,ENSSSCG00000002530,CINP,protein_coding,cyclin dependent kinase 2 interacting protein [Source:VGNC Symbol;Acc:VGNC:86705]
ENSSSCT00000002825,2.57927977531752,0.838465834609101,-1.62114436733974,down,ENSSSCG00000002544,PPP1R13B,protein_coding,protein phosphatase 1 regulatory subunit 13B [Source:VGNC Symbol;Acc:VGNC:91721]
ENSSSCT00000002961,0.830927027727369,0.523390116527483,-0.666835103212675,down,ENSSSCG00000002670,USP10,protein_coding,ubiquitin specific peptidase 10 [Source:VGNC Symbol;Acc:VGNC:94743]
ENSSSCT00000002997,1.03839060653657,0.591027616467651,-0.813051788906049,down,ENSSSCG00000002703,TERF2IP,protein_coding,TERF2 interacting protein [Source:VGNC Symbol;Acc:VGNC:98654]
ENSSSCT00000003000,0.679469805419603,0.457792900635895,-0.569714351265073,down,ENSSSCG00000002706,ADAT1,protein_coding,adenosine deaminase tRNA specific 1 [Source:VGNC Symbol;Acc:VGNC:85099]
ENSSSCT00000003002,0.667827035973536,6.81262482954836,3.35066435487083,up,ENSSSCG00000002708,TMEM231,protein_coding,transmembrane protein 231 [Source:VGNC Symbol;Acc:VGNC:98377]
ENSSSCT00000003017,3.0663466253525,2.12282267772938,-0.530536925070555,down,ENSSSCG00000002723,AARS1,protein_coding,alanyl-tRNA synthetase 1 [Source:VGNC Symbol;Acc:VGNC:96890]
ENSSSCT00000003036,8.36731140121639,0.932000802075021,-3.16636102643514,down,ENSSSCG00000002740,AP1G1,protein_coding,adaptor related protein complex 1 subunit gamma 1 [Source:VGNC Symbol;Acc:VGNC:85378]
ENSSSCT00000003056,2.78581379182851,0.531114042000539,-2.39100525103225,down,ENSSSCG00000002759,COG8,protein_coding,component of oligomeric golgi complex 8 [Source:VGNC Symbol;Acc:VGNC:110408]
ENSSSCT00000003059,1.98009712881938,0.650906632664077,-1.60504867960392,down,ENSSSCG00000002762,TERF2,protein_coding,telomeric repeat binding factor 2 [Source:VGNC Symbol;Acc:VGNC:93882]
ENSSSCT00000003069,2.69839835825153,0.563849183591787,-2.25872211340035,down,ENSSSCG00000002771,EDC4,protein_coding,enhancer of mRNA decapping 4 [Source:VGNC Symbol;Acc:VGNC:87544]
ENSSSCT00000003090,0.408716503656514,5.66268423491653,3.79231367931633,up,ENSSSCG00000002790,,protein_coding,transmembrane protein 208 [Source:VGNC Symbol;Acc:VGNC:98660]
ENSSSCT00000003092,0.736294312051127,3.1763765815047,2.10902750243839,up,ENSSSCG00000040125,HSF4,protein_coding,heat shock transcription factor 4 [Source:UniProtKB Gene Name;Acc:A0A5G2QL69]
ENSSSCT00000003102,13.1182177543317,1.3415999124809601,-3.28954532320127,down,ENSSSCG00000002802,GINS3,protein_coding,GINS complex subunit 3 [Source:VGNC Symbol;Acc:VGNC:88452]
ENSSSCT00000003105,0.841076697365634,0.421966221317807,-0.995109850284037,down,ENSSSCG00000002805,CFAP20,protein_coding,cilia and flagella associated protein 20 [Source:VGNC Symbol;Acc:VGNC:86597]
ENSSSCT00000003147,3.40213447154714,1.46893220449163,-1.21167235273114,down,ENSSSCG00000002846,DNAJA2,protein_coding,DnaJ heat shock protein family (Hsp40) member A2 [Source:VGNC Symbol;Acc:VGNC:96621]
ENSSSCT00000003151,0.21531979097011,1.65255235686932,2.94014314550516,up,ENSSSCG00000002850,,protein_coding,
ENSSSCT00000003160,4.23760615284563,2.1268928592763,-0.994502148102148,down,ENSSSCG00000002859,ANKRD27,protein_coding,ankyrin repeat domain 27 [Source:VGNC Symbol;Acc:VGNC:96907]
ENSSSCT00000003166,6.88298145499524,3.80200390388648,-0.856273609522966,down,ENSSSCG00000002865,GPATCH1,protein_coding,G-patch domain containing 1 [Source:VGNC Symbol;Acc:VGNC:88573]
ENSSSCT00000003167,0.660748564760975,5.12592103089834,2.95563796163079,up,ENSSSCG00000002866,CEBPA,protein_coding,CCAAT enhancer binding protein alpha [Source:VGNC Symbol;Acc:VGNC:86531]
ENSSSCT00000003181,1.00005639107383,0.482916549402093,-1.05023554264167,down,ENSSSCG00000002879,GRAMD1A,protein_coding,GRAM domain containing 1A [Source:VGNC Symbol;Acc:VGNC:88655]
ENSSSCT00000003202,5.1609441834243,2.08805167488072,-1.3054776116769,down,ENSSSCG00000002898,LIN37,protein_coding,lin-37 DREAM MuvB core complex component [Source:VGNC Symbol;Acc:VGNC:98071]
ENSSSCT00000003223,0.0974685341422476,5.12265949208731,5.71581264004139,up,ENSSSCG00000002918,,protein_coding,hematopoietic cell signal transducer [Source:VGNC Symbol;Acc:VGNC:88809]
ENSSSCT00000003232,2.99412359035402,0.522093290381785,-2.51975425037282,down,ENSSSCG00000002926,TBCB,protein_coding,tubulin folding cofactor B [Source:NCBI gene (formerly Entrezgene);Acc:100522808]
ENSSSCT00000003260,0.00739081791028618,1.479262693827,7.64492852972488,up,ENSSSCG00000002938,,protein_coding,
ENSSSCT00000003297,1.10039022013768,5.0575229012455,2.20041572486205,up,ENSSSCG00000002972,SARS2,protein_coding,"seryl-tRNA synthetase 2, mitochondrial [Source:VGNC Symbol;Acc:VGNC:110216]"
ENSSSCT00000003330,4.36989772379446,1.16861651852454,-1.90279792706181,down,ENSSSCG00000002998,SNRPA,protein_coding,small nuclear ribonucleoprotein polypeptide A [Source:NCBI gene (formerly Entrezgene);Acc:768109]
ENSSSCT00000003340,0.864319119070853,6.36100007341289,2.87961762351853,up,ENSSSCG00000028794,BCKDHA,protein_coding,branched chain keto acid dehydrogenase E1 subunit alpha [Source:NCBI gene (formerly Entrezgene);Acc:100142666]
ENSSSCT00000003371,1.72899849840728,0.549758053888603,-1.65306787638101,down,ENSSSCG00000003035,GSK3A,protein_coding,glycogen synthase kinase 3 alpha [Source:VGNC Symbol;Acc:VGNC:101489]
ENSSSCT00000003396,2.49086704771926,1.66605404912452,-0.580212813973172,down,ENSSSCG00000003059,ZNF428,protein_coding,zinc finger protein 428 [Source:VGNC Symbol;Acc:VGNC:95238]
ENSSSCT00000003444,1.74886451346555,12.580309339045,2.8466769658241,up,ENSSSCG00000003105,SLC1A5,protein_coding,solute carrier family 1 member 5 [Source:VGNC Symbol;Acc:VGNC:92967]
ENSSSCT00000003446,1.01021399055341,0.42450472051079,-1.25080842523515,down,ENSSSCG00000003107,ARHGAP35,protein_coding,Rho GTPase activating protein 35 [Source:VGNC Symbol;Acc:VGNC:85473]
ENSSSCT00000003470,1.50089303927525,0.920934408551473,-0.704650854930198,down,ENSSSCG00000003129,ZSWIM9,protein_coding,zinc finger SWIM-type containing 9 [Source:VGNC Symbol;Acc:VGNC:95338]
ENSSSCT00000003477,1.30473415880463,6.15037040593177,2.23691741350551,up,ENSSSCG00000003136,CYTH2,protein_coding,cytohesin 2 [Source:VGNC Symbol;Acc:VGNC:96962]
ENSSSCT00000003479,1.85746453483156,19.9263434322027,3.42327042356036,up,ENSSSCG00000003139,BCAT2,protein_coding,branched chain amino acid transaminase 2 [Source:VGNC Symbol;Acc:VGNC:85774]
ENSSSCT00000003487,2.60922000171564,0.245842435688181,-3.40781272231107,down,ENSSSCG00000003144,DHDH,protein_coding,dihydrodiol dehydrogenase [Source:NCBI gene (formerly Entrezgene);Acc:397337]
ENSSSCT00000003502,2.81113447533743,1.93305362848464,-0.540270806481462,down,ENSSSCG00000003154,GYS1,protein_coding,glycogen synthase 1 [Source:NCBI gene (formerly Entrezgene);Acc:574064]
ENSSSCT00000003504,4.65618355411261,2.09766200389762,-1.15036569737453,down,ENSSSCG00000003155,PPP1R15A,protein_coding,protein phosphatase 1 regulatory subunit 15A [Source:VGNC Symbol;Acc:VGNC:91725]
ENSSSCT00000003535,0.629864031526981,4.21199772008369,2.74139232205866,up,ENSSSCG00000003183,RRAS,protein_coding,RAS related [Source:VGNC Symbol;Acc:VGNC:92458]
ENSSSCT00000003581,2.44110161817644,15.2421302316528,2.64246028918988,up,ENSSSCG00000003222,SYT3,protein_coding,synaptotagmin 3 [Source:VGNC Symbol;Acc:VGNC:93684]
ENSSSCT00000003600,6.42686157259186,2.96555985756792,-1.11580990688885,down,ENSSSCG00000003241,ZNF614,protein_coding,zinc finger protein 614 [Source:VGNC Symbol;Acc:VGNC:95275]
ENSSSCT00000003612,1.29728478629164,0.789406512976955,-0.716654894509193,down,ENSSSCG00000032113,,protein_coding,
ENSSSCT00000003621,1.77135472114816,7.72495767104066,2.12467388107955,up,ENSSSCG00000033542,VSTM1,protein_coding,V-set and transmembrane domain containing 1 [Source:VGNC Symbol;Acc:VGNC:98678]
ENSSSCT00000003628,0.469860284371702,6.74383742232835,3.84326602470269,up,ENSSSCG00000003267,MBOAT7,protein_coding,membrane bound O-acyltransferase domain containing 7 [Source:VGNC Symbol;Acc:VGNC:90059]
ENSSSCT00000003629,0.442506170475236,0.0774231296673944,-2.51486104098885,down,ENSSSCG00000003268,TSEN34,protein_coding,tRNA splicing endonuclease subunit 34 [Source:VGNC Symbol;Acc:VGNC:94484]
ENSSSCT00000003630,2.22463936467778,16.6700125168481,2.90561180210782,up,ENSSSCG00000003269,LENG9,protein_coding,leukocyte receptor cluster member 9 [Source:VGNC Symbol;Acc:VGNC:89682]
ENSSSCT00000003665,0.53587602214885,3.6697335670972002,2.77570415417772,up,ENSSSCG00000003301,PPP6R1,protein_coding,protein phosphatase 6 regulatory subunit 1 [Source:VGNC Symbol;Acc:VGNC:91760]
ENSSSCT00000003681,1.38583582154069,7.69376540989594,2.47293348809456,up,ENSSSCG00000003317,ZNF787,protein_coding,zinc finger protein 787 [Source:VGNC Symbol;Acc:VGNC:95303]
ENSSSCT00000003736,2.614413449654,0.5695484805023,-2.19859675462023,down,ENSSSCG00000000697,CHD4,protein_coding,chromodomain helicase DNA binding protein 4 [Source:VGNC Symbol;Acc:VGNC:99707]
ENSSSCT00000003739,1.56416465776649,0.973643715975822,-0.683926540746048,down,ENSSSCG00000003369,ICMT,protein_coding,isoprenylcysteine carboxyl methyltransferase [Source:NCBI gene (formerly Entrezgene);Acc:100514410]
ENSSSCT00000003755,2.31719767429196,1.42976846483274,-0.696599584694143,down,ENSSSCG00000003384,DNAJC11,protein_coding,DnaJ heat shock protein family (Hsp40) member C11 [Source:VGNC Symbol;Acc:VGNC:96622]
ENSSSCT00000003772,0.958783185082258,8.06190417954252,3.07184412334495,up,ENSSSCG00000003400,NMNAT1,protein_coding,nicotinamide nucleotide adenylyltransferase 1 [Source:VGNC Symbol;Acc:VGNC:90797]
ENSSSCT00000003777,1.5217422949114,0.392474340850484,-1.95505381916514,down,ENSSSCG00000003404,DFFA,protein_coding,DNA fragmentation factor subunit alpha [Source:VGNC Symbol;Acc:VGNC:87265]
ENSSSCT00000003807,1.3012020582845,0.734197340214445,-0.825605216505424,down,ENSSSCG00000003429,CLCN6,protein_coding,chloride voltage-gated channel 6 [Source:VGNC Symbol;Acc:VGNC:86729]
ENSSSCT00000003863,1.82349458921204,0.629628931577295,-1.5341321792135,down,ENSSSCG00000003477,NECAP2,protein_coding,NECAP endocytosis associated 2 [Source:VGNC Symbol;Acc:VGNC:90661]
ENSSSCT00000003878,1.94330909916984,1.18938897792347,-0.70829478017073,down,ENSSSCG00000003491,AKR7A2,protein_coding,aldo-keto reductase family 7 member A2 [Source:NCBI gene (formerly Entrezgene);Acc:100511331]
ENSSSCT00000003879,0.218736602043616,2.31068107520494,3.40105159245544,up,ENSSSCG00000003492,SLC66A1,protein_coding,solute carrier family 66 member 1 [Source:NCBI gene (formerly Entrezgene);Acc:100511513]
ENSSSCT00000003881,3.53197067696144,2.20935698138553,-0.676846821591784,down,ENSSSCG00000003493,CAPZB,protein_coding,capping actin protein of muscle Z-line subunit beta [Source:VGNC Symbol;Acc:VGNC:86184]
ENSSSCT00000003906,5.27802510919246,0.897290116455722,-2.55635178876184,down,ENSSSCG00000024197,USP48,protein_coding,ubiquitin specific peptidase 48 [Source:VGNC Symbol;Acc:VGNC:94770]
ENSSSCT00000003923,1.78508022307009,0.381745869830152,-2.22530445822121,down,ENSSSCG00000003531,KDM1A,protein_coding,lysine demethylase 1A [Source:VGNC Symbol;Acc:VGNC:89408]
ENSSSCT00000003975,4.45979857005783,1.28582919909712,-1.79427953379346,down,ENSSSCG00000003580,EYA3,protein_coding,EYA transcriptional coactivator and phosphatase 3 [Source:VGNC Symbol;Acc:VGNC:87852]
ENSSSCT00000003977,0.337004266843178,3.647849450501,3.4362074268835,up,ENSSSCG00000003582,SMPDL3B,protein_coding,sphingomyelin phosphodiesterase acid like 3B [Source:VGNC Symbol;Acc:VGNC:93266]
ENSSSCT00000003979,3.41868471868757,2.39013973340532,-0.516346415115101,down,ENSSSCG00000003584,THEMIS2,protein_coding,thymocyte selection associated family member 2 [Source:VGNC Symbol;Acc:VGNC:93954]
ENSSSCT00000003995,0.091029673758796,4.14560555052706,5.50910213180699,up,ENSSSCG00000003600,TINAGL1,protein_coding,tubulointerstitial nephritis antigen like 1 [Source:VGNC Symbol;Acc:VGNC:93999]
ENSSSCT00000004017,1.57090583648668,0.923891092641146,-0.76580200161779,down,ENSSSCG00000003621,ZSCAN20,protein_coding,zinc finger and SCAN domain containing 20 [Source:VGNC Symbol;Acc:VGNC:95327]
ENSSSCT00000004030,2.529385647299,0.399480795842775,-2.66258896129259,down,ENSSSCG00000003634,ADPRS,protein_coding,ADP-ribosylserine hydrolase [Source:VGNC Symbol;Acc:VGNC:85153]
ENSSSCT00000004039,3.28783389774451,1.52363881233083,-1.10961647162193,down,ENSSSCG00000003643,SF3A3,protein_coding,splicing factor 3a subunit 3 [Source:VGNC Symbol;Acc:VGNC:92770]
ENSSSCT00000004041,4.98761572029469,0.799571870040923,-2.64105069221469,down,ENSSSCG00000003645,UTP11,protein_coding,UTP11 small subunit processome component [Source:NCBI gene (formerly Entrezgene);Acc:100513019]
ENSSSCT00000004054,0.544374891472632,4.19317366615231,2.94537015144828,up,ENSSSCG00000037514,,protein_coding,bone morphotic protein 8b [Source:UniProtKB Gene Name;Acc:F1SV08]
ENSSSCT00000004063,0.981326155484351,0.358504755988088,-1.45274045499272,down,ENSSSCG00000003667,TRIT1,protein_coding,tRNA isopentenyltransferase 1 [Source:UniProtKB Gene Name;Acc:A0A287A5Q6]
ENSSSCT00000004066,1.40426879926631,0.527535240665714,-1.41247973896552,down,ENSSSCG00000003670,RLF,protein_coding,RLF zinc finger [Source:VGNC Symbol;Acc:VGNC:92328]
ENSSSCT00000004070,1.38203854668868,0.486558619642901,-1.5061123210546,down,ENSSSCG00000059665,CEP192,protein_coding,centrosomal protein 192 [Source:UniProtKB Gene Name;Acc:F1SMB8]
ENSSSCT00000004090,0.263159476295817,1.36348346316349,2.37328795090976,up,ENSSSCG00000003691,MYL12A,protein_coding,myosin light chain 12A [Source:UniProtKB Gene Name;Acc:A0A4X1VQ69]
ENSSSCT00000004109,3.0370462049933,1.84573204271534,-0.718475735054273,down,ENSSSCG00000003710,TTC39C,protein_coding,tetratricopeptide repeat domain 39C [Source:VGNC Symbol;Acc:VGNC:94553]
ENSSSCT00000004130,3.14951471034064,1.56973726821612,-1.00460643860084,down,ENSSSCG00000003730,RNF138,protein_coding,ring finger protein 138 [Source:VGNC Symbol;Acc:VGNC:92356]
ENSSSCT00000004139,6.04969320197036,2.58476757643906,-1.2268274223326,down,ENSSSCG00000003738,MAPRE2,protein_coding,microtubule associated protein RP/EB family member 2 [Source:VGNC Symbol;Acc:VGNC:98117]
ENSSSCT00000004151,2.86408081993787,1.03583306891154,-1.46728068152939,down,ENSSSCG00000003749,PIK3C3,protein_coding,phosphatidylinositol 3-kinase catalytic subunit type 3 [Source:VGNC Symbol;Acc:VGNC:91439]
ENSSSCT00000004169,4.56078790127607,2.51652497840407,-0.857850161709965,down,ENSSSCG00000003771,FUBP1,protein_coding,far upstream element binding protein 1 [Source:VGNC Symbol;Acc:VGNC:96781]
ENSSSCT00000004190,6.8798967626972,1.83085375340888,-1.90987036167811,down,ENSSSCG00000003787,ZRANB2,protein_coding,zinc finger RANBP2-type containing 2 [Source:VGNC Symbol;Acc:VGNC:95323]
ENSSSCT00000004194,4.31572717929918,2.13022146226206,-1.01860024323974,down,ENSSSCG00000003790,ANKRD13C,protein_coding,ankyrin repeat domain 13C [Source:VGNC Symbol;Acc:VGNC:85326]
ENSSSCT00000004195,5.98667037340077,3.34762808352997,-0.838614581979985,down,ENSSSCG00000003791,SRSF11,protein_coding,serine and arginine rich splicing factor 11 [Source:VGNC Symbol;Acc:VGNC:93473]
ENSSSCT00000004200,0.166126520004041,1.84926592800955,3.4765983971231,up,ENSSSCG00000003795,WLS,protein_coding,Wnt ligand secretion mediator [Source:VGNC Symbol;Acc:VGNC:94961]
ENSSSCT00000004203,6.22533392502752,3.38640260376318,-0.878397721941787,down,ENSSSCG00000003798,SERBP1,protein_coding,SERPINE1 mRNA binding protein 1 [Source:VGNC Symbol;Acc:VGNC:92727]
ENSSSCT00000004204,5.77279745899789,1.68519203312762,-1.77635760809817,down,ENSSSCG00000003799,IL12RB2,protein_coding,interleukin 12 receptor subunit beta 2 [Source:VGNC Symbol;Acc:VGNC:98476]
ENSSSCT00000004271,1.06358187933526,0.337908724423004,-1.65422559789447,down,ENSSSCG00000003859,TUT4,protein_coding,terminal uridylyl transferase 4 [Source:VGNC Symbol;Acc:VGNC:94593]
ENSSSCT00000004279,0.499680575792969,2.43212750938241,2.28314082504157,up,ENSSSCG00000003867,TXNDC12,protein_coding,thioredoxin domain containing 12 [Source:VGNC Symbol;Acc:VGNC:94604]
